labID,age,error,depth,cc
surface,-55,1,0,0
C14_1,960,35,105,1
C14_2,1265,35,121,1
C14_3,1315,40,163,1
C14_4,1290,30,187,1
C14_5,1340,30,189,1
C14_6,1415,35,207,1
C14_7,2200,60,295,1
C14_8,3075,35,407,1
C14_9,3315,35,471,1
C14_10,4005,30,547,1
C14_11,4350,40,605,1
C14_12,4420,35,607,1
C14_13,4450,35,647,1
C14_14,4890,35,691,1
C14_15,4955,35,705,1
C14_16,4935,35,707,1
C14_17,5085,40,725,1
