depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-58	-58	-58
2	-57	-55	-56	-56
3	-55	-53	-54	-54
4	-54	-51	-52	-52
5	-52	-48	-50	-50
6	-50	-46	-48	-48
7	-49	-44	-47	-46
8	-47	-41	-45	-45
9	-46	-39	-43	-43
10	-44	-37	-41	-41
11	-43	-35	-39	-39
12	-41	-32	-38	-37
13	-40	-30	-36	-36
14	-39	-28	-34	-34
15	-37	-26	-32	-32
16	-36	-24	-31	-31
17	-35	-22	-29	-29
18	-33	-20	-28	-27
19	-32	-18	-26	-26
20	-31	-16	-25	-24
21	-30	-14	-23	-23
22	-29	-12	-22	-21
23	-27	-10	-20	-20
24	-26	-8	-19	-18
25	-25	-6	-17	-17
26	-24	-4	-16	-15
27	-23	-2	-14	-14
28	-22	0	-13	-13
29	-21	2	-12	-11
30	-20	4	-10	-10
31	-19	5	-9	-9
32	-18	7	-8	-7
33	-17	9	-7	-6
34	-16	11	-5	-5
35	-15	13	-4	-4
36	-15	14	-3	-2
37	-14	16	-2	-1
38	-13	18	-1	0
39	-13	20	0	1
40	-12	21	1	2
41	-11	23	2	3
42	-11	25	3	4
43	-10	26	4	5
44	-9	28	5	6
45	-9	29	6	7
46	-8	31	7	8
47	-8	33	8	9
48	-7	34	9	10
49	-7	36	10	11
50	-7	37	10	12
51	-6	39	11	12
52	-6	40	12	13
53	-5	42	12	14
54	-5	44	13	15
55	-5	45	14	15
56	-5	47	14	16
57	-4	48	15	17
58	-4	49	16	17
