labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,4,0.22,126.6565235,19.46639703,2,13.03932142,1.383638284
2,8,0.58,48.03885392,7.958496372,2,19.00878633,1.925348555
3,12,0.63,35.87389421,6.080109195,2,22.81983589,2.071400914
4,16,0.54,29.74541679,5.433680483,2,21.31047406,2.040171142
5,20,0.56,25.90782477,4.738501866,2,19.94862375,1.895638501
6,24,0.56,34.58919671,6.161356951,2,23.51094652,2.246642399
7,26,0.58,29.82588492,5.466928116,2,18.26287971,1.862930662
8,28,0.62,33.61302944,5.982123544,2,21.81819233,2.509239738
9,30,0.59,24.299147519999998,4.718904791,2,18.45900266,1.873270139
10,36,0.41,12.49276919,3.412796247,2,17.09770325,1.744075203
