depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-61	-62	-62
2	-62	-58	-60	-60
3	-60	-55	-58	-58
4	-59	-53	-56	-56
5	-58	-51	-55	-55
6	-56	-48	-53	-53
7	-54	-46	-51	-51
8	-52	-43	-49	-48
9	-50	-40	-46	-45
10	-47	-37	-43	-42
11	-44	-34	-39	-39
12	-41	-31	-36	-36
13	-38	-28	-34	-33
14	-36	-25	-31	-31
15	-33	-22	-28	-28
16	-30	-20	-26	-25
17	-28	-18	-23	-23
18	-25	-15	-21	-20
19	-22	-12	-18	-17
20	-18	-8	-14	-14
21	-15	-3	-10	-10
22	-12	4	-6	-5
23	-10	9	-2	-1
24	-8	15	2	3
25	-6	22	6	7
26	-4	29	11	11
27	-2	37	15	16
28	-1	45	19	20
