labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.719974522,40.32978187528533,21.79436989636604,2
2,4,0.861756819,56.50700596568405,30.53660427821413,2
3,6,0.658123374,37.82076894466075,20.43848961776956,2
4,8,0.715900156,33.053758019174666,17.862378501390577,2
5,10,0.912375165,28.205149827597857,15.242171907252438,2
6,12,0.883317009,27.882029324127664,15.0675563391468,2
7,16,0.879893409,28.96879384433258,15.65484808341749,2
8,20,0.934218296,25.549634183760773,13.80712099657943,2
9,24,0.71142967,23.47334985487537,12.685088925746747,2
