depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-63	-64	-64
2	-62	-60	-61	-61
3	-59	-56	-57	-57
4	-56	-52	-54	-54
5	-53	-48	-51	-51
6	-51	-44	-47	-47
7	-48	-40	-44	-44
8	-46	-37	-41	-41
9	-43	-33	-38	-38
10	-41	-29	-35	-35
11	-38	-25	-32	-32
12	-36	-21	-29	-29
13	-34	-17	-25	-25
14	-32	-13	-22	-22
15	-29	-8	-19	-19
16	-27	-3	-15	-15
17	-25	1	-12	-12
18	-23	6	-9	-9
19	-21	11	-6	-6
20	-19	15	-3	-3
21	-17	20	0	1
22	-16	26	4	4
23	-14	32	7	8
24	-12	38	11	11
25	-10	44	14	15
26	-8	51	17	18
27	-7	57	21	22
28	-5	63	24	26
29	-4	69	28	29
30	-2	75	31	33
31	-1	82	34	36
32	1	88	37	40
33	2	95	40	43
34	3	102	44	47
35	4	109	47	50
36	5	115	50	53
37	7	122	52	57
38	8	129	55	60
39	8	135	58	63
40	9	143	61	66
41	10	151	63	69
42	11	159	66	72
