depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-52	-55	-55
2	-56	-47	-52	-52
3	-55	-42	-49	-49
4	-53	-36	-46	-46
5	-52	-31	-43	-43
6	-50	-26	-40	-39
7	-49	-20	-37	-36
8	-47	-15	-33	-33
9	-45	-10	-30	-29
10	-44	-4	-26	-26
11	-42	1	-22	-22
12	-40	7	-19	-18
13	-39	12	-15	-15
14	-37	18	-11	-11
15	-35	23	-8	-7
16	-33	28	-4	-3
17	-30	33	0	1
18	-28	38	4	5
19	-26	43	8	9
20	-23	49	12	13
21	-21	53	16	16
22	-19	58	20	20
23	-17	63	24	24
24	-14	68	28	28
25	-12	73	32	32
26	-10	77	36	36
27	-8	82	41	40
28	-6	87	45	44
29	-4	92	49	48
30	-2	96	53	52
31	1	101	57	56
32	3	106	61	60
33	5	110	66	64
34	7	115	70	68
35	9	120	74	73
36	10	124	79	77
37	12	128	83	81
38	14	133	87	85
39	15	137	91	89
40	17	142	96	93
41	19	146	100	97
42	20	150	104	101
43	21	154	108	105
44	22	157	113	109
45	24	162	117	113
46	25	165	121	116
47	26	169	125	120
48	27	172	130	124
49	29	176	134	128
50	30	181	138	132
51	32	184	142	136
52	33	188	146	140
53	34	192	150	144
54	35	195	154	147
55	36	199	158	151
56	38	202	163	155
57	39	206	167	159
58	40	210	172	163
59	40	214	176	167
60	41	218	180	170
