labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.25849590937696665,178.33333369,7.500000015,2,14.000000028,2.166666671
2,4,0.29741145236227595,145.833333625,6.333333346,2,15.500000031,1.833333337
3,6,0.42,110.00000022,5.000000009999999,2,16.000000032,1.66666667
4,8,0.5,77.833333489,4.500000009,2,17.166666700999997,1.66666667
5,10,0.52,34.333333401999994,3.33333334,2,16.333333365999998,1.66666667
6,12,0.58,34.333333401999994,2.5000000049999995,2,18.33333337,1.166666669
7,14,0.49,31.500000062999995,3.33333334,2,16.833333366999998,1.66666667
8,16,0.47,27.833333388999996,3.0000000059999996,2,14.333333362,1.5000000029999998
9,18,0.47,27.666666722,3.33333334,2,18.833333371,1.833333337
10,20,0.63,16.500000033,2.5000000049999995,2,17.666666702,1.333333336
11,22,0.5423635563380281,16.833333366999998,1.833333337,2,18.666666704,1.000000002
12,24,0.5738735592036326,15.166666697,2.5000000049999995,2,20.666666707999997,1.5000000029999998
13,28,0.8809651474530831,11.333333356,1.5000000029999998,2,15.166666697,0.833333335
