depth	min	max	median	mean
0	-59	-59	-59	-59
1	-57	-56	-56	-56
2	-55	-52	-54	-54
3	-52	-49	-51	-51
4	-50	-45	-48	-48
5	-47	-41	-44	-44
6	-44	-37	-41	-41
7	-41	-33	-38	-38
8	-39	-29	-34	-34
9	-36	-24	-31	-31
10	-33	-20	-27	-27
11	-30	-15	-23	-23
12	-27	-10	-19	-19
13	-24	-3	-15	-14
14	-20	3	-10	-10
15	-17	9	-6	-5
16	-14	14	-1	-1
17	-11	20	3	3
18	-8	27	7	8
19	-5	33	11	12
20	-2	39	16	16
21	1	46	20	21
22	3	53	25	26
23	6	60	30	31
24	9	67	34	35
25	12	74	39	40
26	15	82	45	46
27	18	88	50	51
28	21	95	55	56
29	25	102	60	61
30	28	109	64	66
31	31	115	69	71
32	34	122	74	75
33	37	128	80	80
34	40	135	84	86
35	43	142	90	91
36	46	149	95	95
37	49	155	100	100
38	52	162	104	105
39	55	169	109	110
40	57	176	115	115
41	59	183	120	120
42	62	190	125	125
43	64	197	129	130
44	66	204	134	135
45	68	212	139	140
46	70	222	143	144
