depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-57	-58	-58
2	-57	-55	-57	-56
3	-56	-53	-55	-55
4	-55	-51	-53	-53
5	-53	-49	-51	-51
6	-52	-47	-50	-49
7	-50	-44	-47	-47
8	-49	-41	-45	-45
9	-47	-38	-43	-43
10	-46	-35	-41	-41
11	-45	-32	-38	-38
12	-43	-29	-36	-36
13	-42	-26	-34	-34
14	-41	-24	-32	-32
15	-40	-21	-30	-30
16	-38	-19	-28	-28
17	-37	-16	-26	-26
18	-36	-13	-24	-24
19	-35	-11	-21	-22
20	-34	-8	-19	-20
21	-33	-5	-17	-18
22	-31	-2	-15	-15
23	-30	1	-12	-13
24	-29	4	-9	-10
25	-28	10	-5	-7
26	-27	15	-2	-3
27	-26	19	2	0
28	-25	24	5	3
29	-24	30	9	6
30	-23	36	12	10
31	-22	40	16	13
32	-21	45	20	17
33	-20	53	24	21
34	-19	60	28	25
35	-18	66	32	29
36	-17	73	36	32
37	-16	79	40	36
38	-16	86	44	40
39	-15	92	49	44
40	-14	99	53	48
41	-13	106	58	53
42	-13	113	63	57
43	-12	119	68	62
44	-11	127	73	66
45	-10	133	79	71
46	-9	140	85	76
47	-8	147	90	80
48	-8	155	94	85
49	-7	161	99	89
50	-6	169	104	94
