depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-61	-61	-61
2	-59	-58	-59	-59
3	-56	-56	-56	-56
4	-52	-51	-52	-52
5	-48	-47	-47	-47
6	-43	-41	-42	-42
7	-38	-35	-37	-37
8	-34	-31	-33	-33
9	-30	-26	-28	-28
10	-24	-20	-23	-22
11	-21	-16	-19	-19
12	-18	-13	-16	-16
13	-14	-9	-12	-12
14	-7	-2	-5	-5
15	0	7	3	3
16	10	19	14	14
17	17	29	23	23
18	22	36	28	29
19	26	40	32	32
20	29	45	36	36
21	31	48	39	39
22	33	51	41	41
23	36	56	45	45
24	41	63	51	51
25	44	68	55	55
26	48	75	60	60
27	51	80	64	64
28	54	86	68	69
29	58	94	73	74
30	61	100	78	79
31	64	106	82	83
32	68	112	86	87
33	71	119	91	92
34	75	125	96	97
35	79	132	101	102
36	83	138	107	108
37	88	145	112	113
38	92	151	118	119
39	96	157	123	124
40	100	164	128	129
41	104	170	133	134
42	108	176	139	140
43	112	182	144	145
44	116	188	149	150
45	119	194	154	155
46	124	200	159	160
47	128	206	164	165
48	131	213	169	170
