depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-55	-57	-57
3	-56	-53	-55	-55
4	-54	-51	-53	-53
5	-53	-48	-52	-51
6	-52	-45	-50	-50
7	-50	-43	-48	-48
8	-49	-41	-47	-47
9	-48	-39	-45	-45
10	-46	-37	-44	-43
11	-45	-36	-42	-42
12	-44	-34	-41	-40
13	-43	-32	-39	-39
14	-42	-30	-38	-38
15	-40	-28	-37	-36
16	-39	-25	-35	-35
17	-38	-23	-34	-33
18	-37	-21	-33	-32
19	-36	-19	-32	-31
20	-35	-17	-30	-29
21	-34	-14	-29	-28
22	-33	-12	-28	-27
23	-32	-9	-27	-26
24	-31	-7	-26	-24
25	-30	-5	-25	-23
26	-29	-3	-24	-22
27	-28	-1	-23	-21
28	-27	1	-22	-20
29	-26	3	-21	-19
30	-26	6	-20	-18
31	-25	8	-19	-17
32	-24	10	-18	-16
33	-23	12	-17	-15
34	-23	14	-16	-14
35	-22	16	-15	-13
36	-21	18	-15	-12
37	-21	21	-14	-11
38	-20	23	-13	-10
39	-19	24	-12	-10
40	-19	27	-12	-9
41	-18	29	-11	-8
42	-18	31	-11	-7
43	-17	33	-10	-7
44	-17	35	-10	-6
45	-17	37	-9	-5
46	-16	39	-9	-5
47	-16	41	-8	-4
48	-16	43	-8	-4
49	-15	45	-7	-3
50	-15	47	-7	-3
51	-15	50	-7	-2
52	-15	52	-6	-2
53	-14	54	-6	-2
54	-14	57	-6	-1
55	-14	59	-6	-1
