depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-50	-55	-55
2	-57	-41	-51	-50
3	-54	-34	-46	-46
4	-52	-26	-42	-41
5	-49	-18	-37	-36
6	-46	-10	-33	-31
7	-43	-4	-28	-27
8	-41	4	-24	-22
9	-38	11	-19	-18
10	-36	18	-15	-13
11	-33	25	-10	-8
12	-31	33	-6	-4
13	-28	40	-1	1
14	-26	48	3	6
15	-23	55	8	10
16	-21	62	13	15
17	-18	69	18	20
18	-16	77	23	25
19	-14	85	28	30
20	-12	94	33	35
21	-10	101	38	40
22	-8	110	43	45
