depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-65	-65	-65
2	-65	-64	-64	-64
3	-63	-61	-62	-62
4	-61	-58	-60	-60
5	-59	-55	-57	-57
6	-56	-51	-54	-54
7	-52	-45	-50	-50
8	-49	-39	-45	-45
9	-45	-33	-41	-41
10	-42	-28	-37	-36
11	-40	-25	-35	-34
12	-38	-22	-33	-33
13	-38	-21	-33	-32
14	-37	-20	-32	-31
15	-36	-19	-31	-30
16	-36	-18	-31	-30
17	-35	-17	-30	-29
18	-35	-17	-29	-29
19	-34	-15	-29	-28
20	-33	-14	-28	-27
21	-31	-11	-26	-25
22	-30	-8	-24	-23
23	-28	-4	-22	-21
24	-26	0	-20	-19
25	-24	3	-18	-17
26	-23	6	-17	-15
27	-21	9	-15	-13
28	-19	12	-13	-11
29	-18	15	-13	-10
30	-17	17	-12	-9
31	-16	19	-10	-8
32	-15	21	-9	-7
33	-13	25	-7	-4
34	-12	30	-5	-2
35	-10	35	-1	2
36	-8	42	3	6
