labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.05,237.3000004746,12.333333358,2
2,4,0.15,201.5833337365,8.133333349599999,2
3,6,0.17,203.5666670738,7.4833333483,2
4,8,0.22,208.33333375,7.4166666815,2
5,10,0.23,172.5833336785,6.800000013599999,2
6,12,0.22,132.6166669319,7.250000014499999,2
7,14,0.21,101.0833335355,6.800000013599999,2
8,16,0.26,105.9166668785,5.8500000117,2
9,18,0.21,95.3166668573,5.7500000115,2
10,20,0.15,117.6000002352,6.850000013699999,2
11,22,0.14,141.4000002828,7.516666681699999,2
12,24,0.19,133.05000026609997,7.0500000141,2
13,26,0.17,125.5500002511,7.250000014499999,2
14,28,0.18,124.9333335832,7.8000000156,2
15,30,0.16,81.000000162,6.3666666794,2
16,32,0.17,88.28333350989999,8.733333350799999,2
17,34,0.14,126.6833335867,8.9500000179,2
18,36,0.14,106.000000212,7.1333333476,2
