depth	min	max	median	mean
0	-59	-59	-59	-59
1	-57	-57	-57	-57
2	-55	-54	-55	-55
3	-53	-52	-52	-52
4	-51	-49	-50	-50
5	-48	-46	-47	-47
6	-45	-43	-44	-44
7	-42	-40	-41	-41
8	-39	-36	-38	-38
9	-36	-33	-35	-35
10	-34	-31	-32	-32
11	-31	-28	-30	-30
12	-29	-25	-27	-27
13	-27	-23	-25	-25
14	-25	-20	-23	-23
15	-22	-18	-20	-20
16	-20	-15	-18	-18
17	-18	-12	-15	-15
18	-16	-10	-13	-13
19	-14	-7	-11	-11
20	-12	-5	-8	-8
21	-9	-2	-5	-5
22	-6	1	-2	-2
23	-4	4	0	0
24	-1	8	3	3
25	2	11	6	6
26	4	15	10	10
27	8	20	14	14
28	11	24	18	18
29	15	30	23	23
30	19	36	28	28
31	22	41	32	32
32	26	46	36	36
33	29	53	41	41
34	32	59	46	46
35	35	66	50	51
36	38	74	55	56
37	41	79	59	60
38	43	86	63	63
39	45	93	67	68
40	48	100	72	73
41	51	109	77	78
42	54	117	83	83
43	57	124	87	88
44	60	132	92	93
45	63	139	97	98
46	65	147	103	104
47	67	155	107	108
48	70	163	111	113
49	72	172	116	117
50	74	182	120	122
