depth	min	max	median	mean
0	-60	-60	-60	-60
1	-57	-53	-55	-55
2	-54	-45	-50	-50
3	-50	-37	-45	-45
4	-47	-30	-40	-40
5	-44	-24	-36	-35
6	-42	-18	-32	-31
7	-39	-13	-28	-27
8	-36	-8	-24	-23
9	-34	-2	-20	-19
10	-32	2	-16	-16
11	-29	7	-13	-13
12	-27	11	-10	-9
13	-25	16	-7	-6
14	-23	21	-3	-3
15	-20	26	0	1
16	-18	31	4	5
17	-15	35	8	9
18	-12	40	12	13
19	-9	46	17	17
20	-6	51	21	21
21	-3	57	26	26
22	0	63	30	30
23	3	69	35	35
24	6	74	39	40
25	9	80	44	44
26	13	86	49	49
27	16	91	53	54
28	19	97	58	58
29	22	103	63	63
30	25	109	68	68
31	28	114	73	73
32	32	120	78	78
33	34	126	83	82
34	37	131	88	87
35	39	137	93	92
36	42	143	98	97
37	44	148	103	102
38	47	154	108	107
39	49	160	113	111
40	51	165	118	116
41	52	171	122	121
42	54	177	127	126
43	56	182	132	130
44	58	188	137	135
45	59	193	142	140
46	61	199	147	145
47	62	205	152	149
48	64	210	157	154
49	66	216	161	159
50	67	221	166	163
51	68	227	171	168
52	70	234	176	173
53	71	240	180	177
54	72	247	185	182
