depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-56	-57	-57
3	-56	-54	-55	-55
4	-55	-53	-54	-54
5	-53	-51	-52	-52
6	-52	-49	-51	-50
7	-51	-47	-49	-49
8	-49	-45	-47	-47
9	-48	-44	-46	-46
10	-47	-42	-44	-44
11	-45	-40	-43	-43
12	-44	-38	-41	-41
13	-43	-36	-40	-40
14	-42	-35	-38	-38
15	-40	-33	-37	-37
16	-39	-31	-36	-35
17	-38	-30	-34	-34
18	-37	-28	-33	-33
19	-36	-26	-31	-31
20	-34	-24	-30	-30
21	-33	-23	-29	-28
22	-32	-21	-27	-27
23	-31	-19	-26	-26
24	-30	-18	-24	-24
25	-29	-16	-23	-23
26	-28	-14	-22	-22
27	-27	-13	-20	-20
28	-25	-11	-19	-19
29	-24	-9	-18	-18
30	-23	-8	-17	-16
31	-22	-6	-15	-15
32	-21	-5	-14	-14
33	-21	-3	-13	-13
34	-20	-1	-12	-11
35	-19	0	-10	-10
36	-18	2	-9	-9
37	-17	3	-8	-8
38	-16	5	-7	-7
39	-15	6	-6	-5
40	-14	8	-5	-4
41	-13	10	-4	-3
42	-13	11	-3	-2
43	-12	13	-1	-1
44	-11	14	0	0
45	-10	16	1	1
46	-10	17	2	2
47	-9	19	3	3
48	-8	20	4	4
49	-8	22	5	5
50	-7	23	6	6
51	-6	25	7	7
52	-6	26	7	8
53	-5	27	8	9
54	-5	29	9	10
55	-4	31	10	11
56	-4	32	11	12
57	-3	33	12	13
58	-3	35	13	14
59	-2	36	13	14
60	-2	38	14	15
61	-2	39	15	16
62	-1	41	16	17
63	-1	42	17	18
64	0	43	17	19
65	0	45	18	19
66	0	46	19	20
67	1	48	19	21
68	1	49	20	21
69	1	50	21	22
70	2	52	21	23
71	2	53	22	24
72	2	55	22	24
73	2	56	23	25
74	3	57	23	25
75	3	59	24	26
76	3	60	24	27
77	3	62	25	27
78	3	63	25	28
