depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-55	-57	-56
3	-56	-53	-55	-55
4	-55	-50	-53	-53
5	-54	-48	-51	-51
6	-53	-46	-50	-50
7	-51	-44	-48	-48
8	-50	-41	-46	-46
9	-49	-39	-45	-45
10	-48	-37	-43	-43
11	-47	-35	-42	-41
12	-45	-33	-40	-40
13	-44	-31	-38	-38
14	-43	-28	-37	-37
15	-42	-26	-35	-35
16	-41	-24	-34	-33
17	-40	-22	-32	-32
18	-39	-19	-30	-30
19	-38	-17	-29	-29
20	-37	-14	-27	-27
21	-36	-12	-26	-25
22	-35	-9	-24	-24
23	-34	-6	-23	-22
24	-33	-3	-21	-21
25	-32	0	-20	-19
26	-31	3	-18	-17
27	-30	7	-17	-16
28	-29	11	-15	-14
29	-28	16	-14	-12
30	-27	20	-12	-11
31	-26	24	-11	-9
32	-25	28	-10	-7
33	-24	33	-8	-6
34	-24	37	-7	-4
35	-23	42	-5	-2
36	-22	46	-4	-1
37	-21	52	-2	1
38	-20	58	-1	3
39	-20	63	0	4
40	-19	68	2	6
41	-18	73	3	8
42	-17	78	4	10
43	-17	84	6	11
44	-16	89	7	13
45	-15	95	8	15
46	-15	101	9	16
47	-14	107	11	18
48	-13	113	12	19
49	-13	118	13	21
50	-12	124	14	23
51	-11	130	15	24
52	-11	135	17	26
53	-10	140	18	27
54	-10	145	19	29
55	-9	151	20	30
56	-9	156	21	32
57	-8	161	22	33
58	-8	166	24	35
59	-8	172	25	36
60	-7	177	26	38
61	-7	182	27	39
62	-6	188	28	41
63	-6	194	29	42
64	-6	200	30	44
65	-5	205	31	45
66	-5	211	32	46
67	-5	218	33	48
68	-5	222	34	49
69	-4	228	35	50
70	-4	233	36	52
