depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-58	-58	-58
2	-56	-55	-56	-56
3	-54	-53	-53	-53
4	-51	-49	-50	-50
5	-48	-46	-47	-47
6	-47	-44	-45	-45
7	-45	-41	-43	-43
8	-42	-39	-41	-41
9	-41	-37	-39	-39
10	-39	-35	-37	-37
11	-37	-32	-35	-35
12	-35	-30	-33	-33
13	-33	-27	-30	-30
14	-31	-24	-28	-28
15	-29	-21	-25	-25
16	-27	-18	-23	-23
17	-25	-16	-21	-21
18	-23	-13	-19	-18
19	-21	-10	-16	-16
20	-19	-6	-14	-13
21	-16	-2	-10	-10
22	-14	2	-7	-7
23	-11	6	-4	-4
24	-8	12	0	0
25	-6	16	2	3
26	-4	20	5	6
27	-1	25	9	10
28	3	32	15	15
29	8	40	23	23
30	14	52	32	32
31	16	62	37	37
32	19	71	42	43
