depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-66	-66
2	-65	-65	-65	-65
3	-64	-64	-64	-64
4	-64	-64	-64	-64
5	-64	-63	-63	-63
6	-63	-62	-63	-63
7	-62	-61	-62	-62
8	-61	-60	-61	-61
9	-60	-59	-59	-59
10	-59	-58	-59	-59
11	-59	-58	-58	-58
12	-58	-57	-58	-58
13	-58	-57	-57	-57
14	-57	-56	-56	-56
15	-56	-55	-55	-55
16	-55	-53	-54	-54
17	-52	-51	-52	-51
18	-47	-46	-47	-47
19	-42	-40	-41	-41
20	-34	-30	-32	-32
21	-27	-22	-25	-25
22	-26	-20	-23	-23
23	-24	-18	-22	-21
24	-23	-17	-20	-20
25	-22	-16	-19	-19
26	-20	-15	-18	-18
27	-19	-13	-16	-16
28	-17	-10	-14	-14
29	-14	-6	-11	-10
30	-11	-3	-8	-7
31	-9	-1	-5	-5
32	-6	3	-2	-2
33	-2	7	2	2
34	1	11	5	5
35	5	16	10	10
36	9	21	14	14
37	15	27	20	20
38	22	37	28	29
39	30	47	37	37
40	39	58	47	48
41	47	69	56	57
42	54	78	64	65
43	61	90	73	74
44	66	96	78	79
45	72	104	85	86
46	78	113	93	94
47	83	124	101	101
48	88	132	107	108
49	91	138	111	112
50	93	144	115	116
51	96	149	118	119
52	99	154	122	124
53	103	160	127	129
54	108	167	133	134
55	113	173	139	140
56	118	180	145	146
57	122	186	151	151
58	126	192	156	156
59	130	198	161	162
60	134	204	166	167
61	138	210	171	172
62	143	215	176	177
63	146	221	180	182
64	151	227	185	186
65	155	232	190	191
66	159	237	195	196
67	163	243	200	201
68	167	248	205	206
69	171	254	210	211
70	175	259	215	216
71	179	265	220	221
72	184	271	226	226
73	188	276	231	231
74	193	282	236	236
