depth	min	max	median	mean
0	-65	-59	-62	-62
1	-62	-27	-51	-49
2	-60	9	-39	-36
3	-59	44	-28	-23
4	-58	79	-17	-10
5	-57	114	-6	3
6	-48	122	9	17
7	-42	133	24	30
8	-38	146	38	43
9	-35	166	53	57
10	-32	190	67	70
11	-17	197	80	83
12	-7	203	96	96
13	-1	212	112	109
14	4	222	127	122
15	10	236	140	134
16	29	240	156	148
17	41	246	171	161
18	51	251	187	174
19	60	260	204	188
20	68	272	220	201
21	97	293	245	228
22	113	351	266	254
23	125	421	285	281
24	137	493	305	308
25	146	565	325	335
26	179	588	357	365
27	207	613	388	396
28	225	652	419	426
29	243	700	450	457
30	261	754	479	487
31	299	772	510	518
32	328	795	540	548
33	350	818	574	578
34	364	859	607	608
35	380	906	637	639
36	432	914	664	668
37	473	932	693	698
38	504	950	720	727
39	528	972	748	757
40	550	1008	778	786
41	570	1014	791	801
42	583	1019	805	816
43	602	1027	820	831
44	627	1042	836	845
45	644	1059	852	860
46	660	1064	862	870
47	676	1070	872	879
48	688	1080	882	889
49	697	1088	892	898
50	710	1095	902	908
51	726	1101	912	918
52	739	1107	921	927
53	751	1113	932	937
54	760	1121	942	947
55	771	1128	954	957
56	778	1133	962	966
57	789	1140	970	975
58	796	1147	979	985
59	803	1156	989	994
60	813	1166	998	1003
61	817	1173	1008	1012
62	824	1180	1019	1022
63	831	1188	1030	1031
64	839	1197	1041	1040
65	846	1210	1050	1049
66	851	1218	1059	1059
67	856	1230	1069	1068
68	860	1240	1079	1077
69	866	1255	1087	1086
70	871	1268	1096	1095
71	876	1278	1106	1105
72	880	1286	1117	1114
73	886	1299	1127	1123
74	891	1313	1137	1132
75	896	1327	1147	1141
