depth	min	max	median	mean
0	-57	-57	-57	-57
1	-56	-53	-55	-55
2	-55	-49	-52	-52
3	-55	-49	-52	-52
4	-55	-49	-52	-52
5	-55	-48	-52	-52
6	-54	-48	-52	-51
7	-54	-47	-50	-50
8	-53	-45	-49	-49
9	-51	-42	-47	-47
10	-50	-39	-45	-45
11	-47	-37	-43	-43
12	-46	-34	-40	-40
13	-45	-33	-40	-39
14	-45	-32	-39	-39
15	-43	-31	-37	-37
16	-41	-29	-35	-35
17	-39	-27	-33	-33
18	-37	-25	-31	-31
19	-34	-23	-29	-29
20	-32	-21	-27	-27
21	-31	-19	-25	-25
22	-29	-18	-23	-23
23	-26	-16	-21	-21
24	-24	-13	-18	-18
25	-20	-10	-15	-15
26	-17	-6	-11	-12
27	-14	-2	-8	-8
28	-12	2	-5	-5
29	-6	10	1	1
30	-2	18	7	7
31	5	28	15	16
32	11	41	24	24
33	17	50	30	31
34	21	62	37	38
35	23	66	40	41
36	25	71	43	44
37	28	78	47	49
38	31	87	51	53
39	36	94	58	60
40	41	103	64	67
41	47	112	73	74
42	52	123	80	82
43	55	129	86	87
44	58	136	91	93
45	62	143	96	98
46	66	151	101	103
47	69	156	106	107
48	71	163	110	112
49	75	169	115	117
50	79	176	119	121
