labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.856555545735183,22.24297603892163,2.427146224716099,2
2,4,0.18282953486857148,7.186367186677878,1.082133163317298,2
3,6,0.17877780316687228,4.802577066726742,0.6996410870584793,2
4,14,0.18410161077443915,21.2279192011509,2.2562794927592837,2
5,16,0.13995877924173225,43.44854799936799,4.541677667539714,2
6,18,0.14238784053747278,39.712207304080366,4.149165757447655,2
7,20,0.13145177130426022,42.752885211622285,4.52884809975718,2
8,22,0.11638453049554336,33.469832008299015,3.359537590797733,2
9,24,0.10746245349156344,47.6441415851858,4.791625466833114,2
10,26,0.1183719816157648,45.130616734019846,4.74537674131445,2
11,28,0.1104069757029059,41.809892775699936,4.37157993300983,2
12,30,0.10271681029100634,59.396323396935365,6.209233446067382,2
13,32,0.13396063069751915,47.545208401261256,5.019177565324949,2
14,34,0.14844732077461956,26.812799135459297,2.916908981477041,2
15,36,0.1528541949829065,15.384412808704653,1.7811594462825229,2
16,38,0.15207605506922375,17.46812371445917,2.045698182228569,2
17,40,0.19954464676346584,18.705577039216088,2.202839188971809,2
18,42,0.2183358404297811,17.467493738963867,1.9962342777508864,2
19,44,0.1545720578511613,13.745469067258265,1.7056002601018752,2
20,48,0.10781934682985436,11.789253382675586,1.5183009535968557,2
21,50,0.12380657466209163,11.506189528726711,1.574443115340419,2
