depth	min	max	median	mean
0	-68	-68	-68	-68
1	-67	-65	-66	-66
2	-65	-62	-64	-64
3	-63	-59	-62	-62
4	-62	-57	-60	-60
5	-60	-55	-58	-58
6	-58	-52	-56	-56
7	-56	-50	-54	-54
8	-55	-48	-52	-52
9	-53	-46	-50	-50
10	-52	-44	-48	-48
11	-50	-42	-46	-46
12	-49	-40	-44	-44
13	-47	-37	-42	-42
14	-45	-35	-40	-40
15	-44	-33	-39	-39
16	-42	-32	-37	-37
17	-40	-30	-35	-35
18	-38	-28	-33	-33
19	-36	-26	-31	-31
20	-34	-24	-29	-29
21	-32	-22	-27	-27
22	-30	-20	-26	-25
23	-28	-19	-24	-24
24	-26	-17	-22	-22
25	-24	-15	-20	-20
26	-21	-13	-18	-18
27	-19	-11	-16	-16
28	-17	-8	-14	-14
29	-15	-5	-12	-11
30	-14	-1	-9	-9
31	-12	4	-7	-6
32	-11	8	-4	-3
33	-9	14	0	0
34	-8	20	3	3
35	-6	26	7	7
36	-5	33	11	10
37	-3	40	15	14
38	-2	46	19	17
39	0	52	23	21
40	1	58	27	25
41	2	64	31	28
42	4	71	36	32
43	5	76	40	36
44	6	82	45	39
45	8	88	49	43
46	9	95	53	47
47	10	100	58	50
48	11	106	62	54
49	12	112	66	57
50	13	118	71	61
51	15	124	75	64
52	16	129	80	68
53	17	135	84	72
54	18	141	88	75
55	19	146	93	79
56	20	152	97	82
57	21	158	102	86
58	22	163	107	89
59	22	169	111	93
60	23	175	116	96
61	24	180	120	100
62	25	187	125	103
63	26	193	129	107
64	26	198	134	111
65	27	203	139	114
66	28	208	144	118
67	28	213	149	121
68	29	218	153	125
69	30	224	158	128
70	30	229	162	132
71	31	235	167	135
72	31	241	172	139
73	32	246	177	142
74	32	253	181	146
75	33	259	186	149
76	33	265	190	153
