labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.03,324.8500006497,22.0333333774,2
2,4,0.06,166.88333366709998,17.816666702299997,2
3,6,0.11,219.78333377289997,15.900000031799998,2
4,8,0.11,282.35000056469994,13.2833333599,2
5,10,0.11,277.6333338886,14.5666666958,2
6,12,0.08,262.03333385739995,13.4000000268,2
7,14,0.11,226.56666711979997,11.566666689799998,2
8,16,0.2,182.2333336978,7.300000014599999,2
9,18,0.13,166.9166670005,8.266666683199999,2
10,20,0.19,150.6500003013,5.866666678399999,2
11,22,0.17,154.1000003082,6.4500000128999995,2
12,24,0.18,158.55000031709997,5.4833333443,2
13,26,0.18,157.166666981,7.0666666808,2
14,28,0.15,135.00000027,8.166666682999999,2
15,30,0.11,111.0833335555,8.5166666837,2
16,32,0.09,96.2000001924,9.600000019199998,2
17,34,0.09,102.03333353739998,10.0166666867,2
18,36,0.12,113.3166668933,10.8500000217,2
