depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-65	-65
2	-65	-65	-65	-65
3	-65	-64	-64	-64
4	-64	-63	-64	-64
5	-63	-62	-63	-63
6	-62	-60	-62	-61
7	-61	-58	-60	-60
8	-59	-56	-58	-58
9	-57	-53	-56	-55
10	-55	-51	-53	-53
11	-54	-49	-52	-52
12	-52	-47	-50	-50
13	-50	-44	-48	-48
14	-48	-42	-46	-46
15	-46	-39	-43	-43
16	-43	-35	-40	-40
17	-42	-33	-39	-38
18	-40	-30	-37	-36
19	-38	-27	-34	-34
20	-36	-24	-32	-32
21	-34	-21	-30	-29
22	-31	-17	-27	-26
23	-28	-11	-24	-23
24	-25	-6	-20	-19
25	-22	2	-16	-14
26	-18	10	-12	-10
27	-15	17	-9	-6
28	-13	24	-6	-3
29	-12	28	-4	-1
30	-11	33	-2	1
31	-10	36	-1	2
32	-9	39	0	4
33	-8	42	2	5
34	-8	45	3	7
35	-6	50	5	10
36	-5	55	8	12
