depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-52	-55	-55
2	-56	-47	-53	-52
3	-55	-42	-50	-49
4	-53	-37	-47	-46
5	-52	-32	-44	-43
6	-50	-27	-41	-40
7	-48	-21	-37	-37
8	-46	-16	-34	-33
9	-44	-11	-30	-29
10	-42	-5	-26	-26
11	-39	0	-23	-22
12	-37	6	-19	-18
13	-35	12	-15	-14
14	-32	17	-11	-10
15	-30	23	-7	-7
16	-28	27	-3	-2
17	-25	33	1	2
18	-23	38	5	6
19	-20	43	9	10
20	-17	49	13	14
21	-15	54	17	18
22	-12	60	21	22
23	-9	64	26	26
24	-6	69	30	30
25	-4	74	34	34
26	-1	79	38	38
27	2	84	42	42
28	5	88	46	46
29	7	93	50	50
30	10	97	54	54
31	13	102	59	58
32	15	106	63	63
33	17	111	67	67
34	20	115	72	71
35	23	120	76	75
36	25	124	80	79
37	28	128	84	83
38	30	132	89	87
39	32	137	93	91
40	34	142	98	95
41	36	145	102	100
42	38	150	106	104
43	41	154	110	108
44	43	158	114	112
45	45	163	119	116
46	47	167	123	120
47	49	170	127	124
48	51	174	132	128
49	52	178	136	132
50	54	182	140	136
51	56	186	144	140
52	58	190	149	144
53	59	194	153	148
54	61	198	157	152
55	63	201	162	156
56	64	204	166	160
57	65	208	170	163
58	66	211	174	167
59	67	215	179	171
60	68	220	183	175
