labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.387432647,71.00237837268595,38.36995951432009,2
2,4,0.532666838,63.685928146299986,34.41612155270382,2
3,6,0.523442925,46.92860414999963,25.360398941111168,2
4,8,0.565771066,46.62331224961409,25.19541801897421,2
5,10,0.422772118,46.368196172235,25.057552305390544,2
6,12,0.550294132,41.804769743250375,22.59145903725183,2
7,14,0.344764975,36.74829147073413,19.858918648490373,2
8,16,0.423281414,40.09187321760609,21.66580313885063,2
9,18,0.522452627,29.005445069862056,15.674654547256411,2
10,20,0.514247306,24.05819961633884,13.00114399578291,2
