depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-51	-55	-55
2	-56	-42	-51	-51
3	-54	-35	-47	-46
4	-52	-27	-43	-42
5	-49	-20	-38	-38
6	-47	-13	-34	-33
7	-44	-6	-30	-29
8	-42	2	-26	-24
9	-39	9	-21	-19
10	-36	17	-17	-15
11	-33	24	-12	-10
12	-31	32	-7	-5
13	-28	38	-2	0
14	-26	45	2	4
15	-23	53	7	9
16	-21	61	12	14
17	-19	68	17	19
18	-17	77	22	24
19	-15	84	27	29
20	-13	93	31	34
