depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-63	-63	-63
2	-62	-60	-61	-61
3	-60	-58	-59	-59
4	-59	-55	-57	-57
5	-57	-53	-55	-55
6	-55	-50	-53	-53
7	-54	-48	-51	-51
8	-52	-46	-49	-49
9	-51	-43	-47	-47
10	-49	-41	-45	-45
11	-48	-38	-43	-43
12	-46	-36	-41	-41
13	-45	-34	-39	-39
14	-44	-31	-37	-37
15	-42	-29	-36	-36
16	-41	-27	-34	-34
17	-39	-24	-32	-32
18	-38	-22	-30	-30
19	-37	-20	-28	-28
20	-35	-18	-26	-26
21	-34	-15	-25	-25
22	-33	-13	-23	-23
23	-32	-11	-21	-21
24	-30	-9	-19	-19
25	-29	-6	-17	-17
26	-28	-4	-16	-16
27	-27	-2	-14	-14
28	-26	0	-12	-12
29	-25	2	-10	-11
30	-24	5	-9	-9
31	-23	7	-7	-7
32	-22	9	-5	-6
33	-21	11	-4	-4
34	-20	13	-2	-2
35	-19	15	0	-1
36	-18	18	1	1
37	-17	20	3	2
38	-16	22	4	4
39	-16	24	6	5
40	-15	26	7	7
41	-14	28	9	8
42	-13	30	10	10
