depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-64	-64
2	-63	-61	-62	-62
3	-60	-58	-59	-59
4	-57	-54	-56	-56
5	-54	-51	-53	-53
6	-51	-48	-50	-49
7	-48	-43	-46	-46
8	-45	-40	-42	-42
9	-42	-37	-40	-40
10	-40	-34	-37	-37
11	-37	-32	-35	-34
12	-34	-29	-32	-32
13	-31	-25	-29	-29
14	-29	-22	-26	-26
15	-26	-19	-23	-23
16	-23	-15	-19	-19
17	-19	-12	-16	-15
18	-15	-7	-11	-11
19	-11	-1	-6	-6
20	-7	6	-1	-1
21	-3	13	4	4
22	1	20	9	10
23	5	28	15	16
24	9	36	21	21
25	13	42	26	26
26	16	49	30	31
27	20	56	35	36
28	24	63	40	41
29	27	69	45	46
30	31	76	50	51
31	35	83	55	56
32	38	89	60	61
33	42	95	65	66
34	46	102	70	71
35	50	108	75	76
36	53	114	80	81
37	57	120	85	86
38	62	127	90	91
39	66	132	95	96
40	70	138	100	101
41	74	144	105	106
42	78	150	110	111
43	82	156	115	116
44	86	162	120	121
45	90	168	125	126
46	94	173	130	132
47	98	179	136	137
48	102	186	141	142
49	106	192	146	147
50	109	201	151	152
