depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-63	-64	-64
2	-61	-60	-60	-60
3	-57	-55	-56	-56
4	-53	-51	-52	-52
5	-49	-46	-48	-48
6	-45	-42	-44	-43
7	-40	-36	-38	-38
8	-35	-30	-32	-32
9	-30	-25	-28	-28
10	-26	-20	-23	-23
11	-23	-16	-20	-20
12	-21	-13	-17	-17
13	-14	-5	-10	-10
14	-8	3	-3	-2
15	-2	10	4	4
16	4	18	11	11
17	11	29	20	20
18	18	41	29	29
19	21	46	33	33
20	24	51	37	37
21	28	62	43	44
22	32	72	50	51
23	36	82	56	57
24	39	94	63	64
25	42	100	67	68
26	45	107	71	72
27	48	114	76	77
28	51	122	81	82
29	53	128	85	86
30	56	134	89	90
31	58	141	93	95
32	60	147	98	99
33	63	154	103	104
34	66	161	107	109
35	70	167	112	114
36	73	175	117	119
