depth	min	max	median	mean
0	-57	-57	-57	-57
1	-54	-52	-53	-53
2	-51	-46	-49	-49
3	-47	-42	-45	-45
4	-44	-37	-41	-41
5	-40	-33	-37	-37
6	-37	-29	-33	-33
7	-33	-25	-29	-29
8	-30	-21	-25	-25
9	-25	-16	-21	-21
10	-21	-11	-16	-16
11	-17	-6	-11	-11
12	-13	-1	-7	-7
13	-8	4	-2	-2
14	-5	9	3	3
15	-2	13	6	6
16	1	16	9	9
17	4	19	12	12
18	6	22	15	14
19	8	25	17	17
20	11	28	20	20
21	13	31	23	23
22	16	35	26	26
23	18	38	29	29
24	20	42	32	32
25	23	46	35	35
26	25	50	38	38
27	27	54	42	41
28	29	58	45	44
29	31	62	48	48
30	33	66	51	51
31	35	71	55	54
32	37	76	58	58
33	39	81	62	61
34	41	86	66	65
35	43	92	70	69
36	45	98	74	73
37	47	105	78	77
38	49	112	82	82
39	50	118	87	86
40	52	126	91	91
41	54	132	96	95
42	55	140	100	99
43	56	148	104	103
44	57	155	108	108
45	59	163	112	112
46	60	171	116	116
47	61	179	120	120
48	62	188	124	124
49	62	197	127	127
50	63	207	130	131
