labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,3,0.1,200.166667067,14.166666694999998,3
2,6,0.11,218.833333771,11.500000023,3
3,9,0.12,158.83333365099998,9.833333353,3
4,12,0.12,105.833333545,9.500000019,3
5,15,0.1,97.833333529,9.000000018,3
6,18,0.11,81.333333496,7.500000015,3
7,21,0.09,76.166666819,8.500000017,3
8,24,0.1,67.166666801,5.6666666779999995,3
9,27,0.1,48.33333343,6.333333346,3
10,30,0.11,58.000000115999995,6.1666666789999995,3
11,33,0.15,51.333333436,5.500000011,3
12,36,0.14,51.333333436,5.6666666779999995,3
