depth	min	max	median	mean
0	-59	-59	-59	-59
1	-57	-55	-56	-56
2	-56	-54	-55	-55
3	-55	-53	-54	-54
4	-53	-51	-52	-52
5	-50	-48	-49	-49
6	-47	-45	-46	-46
7	-44	-42	-43	-43
8	-42	-39	-40	-40
9	-39	-36	-37	-37
10	-36	-33	-35	-35
11	-34	-30	-32	-32
12	-32	-28	-30	-30
13	-31	-26	-29	-29
14	-29	-25	-27	-27
15	-29	-25	-27	-27
16	-28	-23	-26	-26
17	-26	-22	-24	-24
18	-25	-20	-22	-22
19	-23	-18	-20	-20
20	-21	-16	-18	-18
21	-19	-12	-16	-16
22	-16	-10	-13	-13
23	-15	-8	-11	-11
24	-13	-6	-9	-9
25	-11	-2	-6	-6
26	-8	1	-3	-3
27	-6	4	-1	-1
28	-4	6	2	2
29	-2	9	4	4
30	0	12	7	7
31	3	16	10	10
32	5	20	13	13
33	9	27	18	18
34	14	34	24	24
35	18	45	32	32
36	23	55	39	39
37	28	69	47	48
38	32	80	54	55
39	37	88	60	61
40	41	95	66	66
