depth	min	max	median	mean
0	-69	-69	-69	-69
1	-68	-66	-67	-67
2	-66	-65	-65	-65
3	-65	-62	-64	-64
4	-63	-61	-62	-62
5	-62	-59	-60	-60
6	-61	-57	-59	-59
7	-60	-56	-58	-58
8	-58	-54	-56	-56
9	-56	-50	-54	-53
10	-54	-47	-51	-51
11	-53	-47	-50	-50
12	-53	-46	-49	-49
13	-51	-44	-48	-48
14	-49	-41	-45	-45
15	-48	-38	-43	-43
16	-46	-34	-40	-40
17	-42	-29	-36	-36
18	-39	-23	-32	-31
19	-37	-20	-29	-29
20	-35	-14	-25	-25
21	-31	-6	-20	-19
22	-28	1	-15	-14
23	-22	14	-6	-5
24	-17	22	1	1
25	-13	29	7	7
26	-9	35	12	12
27	-5	41	16	17
28	-2	46	21	21
29	2	51	25	26
30	5	56	30	30
31	10	62	35	35
32	14	67	40	40
33	18	72	44	45
34	22	78	49	49
35	26	82	54	54
36	30	87	59	58
37	34	92	63	63
38	39	97	68	68
39	43	102	73	72
40	47	107	77	77
41	51	111	82	82
42	55	116	87	86
43	59	121	91	91
44	63	125	96	96
45	68	130	101	100
46	72	135	106	105
47	76	139	111	110
48	80	143	115	114
49	85	148	120	119
50	89	152	125	124
51	93	156	129	128
52	97	161	134	133
53	102	165	139	137
54	106	169	144	142
55	111	173	148	147
56	115	177	153	151
57	119	181	158	156
58	124	185	163	161
59	128	188	168	165
