depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-62	-62	-62
2	-59	-58	-59	-59
3	-56	-55	-56	-56
4	-53	-52	-53	-53
5	-52	-51	-52	-52
6	-51	-50	-50	-50
7	-50	-49	-49	-49
8	-48	-46	-47	-47
9	-46	-45	-45	-45
10	-45	-43	-44	-44
11	-43	-42	-43	-43
12	-41	-40	-41	-41
13	-37	-35	-36	-36
14	-28	-26	-27	-27
15	-19	-16	-17	-17
16	-14	-10	-12	-12
17	-8	-4	-6	-6
18	-4	1	-1	-1
19	1	6	4	4
20	4	9	7	7
21	8	13	10	10
22	10	16	13	13
23	12	18	15	15
24	15	21	18	18
25	19	26	22	22
26	22	29	25	25
27	25	33	29	29
28	30	39	34	34
29	35	44	39	39
30	42	54	48	48
31	47	61	53	53
32	50	65	58	58
33	53	70	61	61
34	56	73	64	64
35	58	77	68	68
36	61	82	71	71
37	64	87	75	75
38	68	93	80	80
39	72	101	85	85
40	76	108	91	91
41	80	117	97	98
42	84	125	103	104
43	87	134	109	109
44	90	141	114	115
45	93	148	119	120
46	97	155	124	125
47	100	161	129	130
48	104	168	134	135
