depth	min	max	median	mean
0	-66	-66	-66	-66
1	-63	-62	-63	-63
2	-61	-59	-60	-60
3	-59	-57	-58	-58
4	-57	-54	-56	-56
5	-54	-51	-52	-52
6	-50	-47	-49	-49
7	-46	-42	-44	-44
8	-41	-36	-39	-39
9	-35	-28	-32	-32
10	-29	-21	-26	-25
11	-23	-12	-18	-18
12	-15	0	-9	-8
13	-10	7	-3	-2
14	-8	11	1	1
15	-5	16	4	5
16	-2	21	8	9
17	2	27	13	13
18	6	33	18	18
19	10	41	24	24
20	15	50	30	31
21	19	58	36	36
22	23	65	41	42
23	26	73	46	47
24	30	79	51	52
25	34	85	56	57
26	37	92	61	62
27	41	99	66	67
28	45	105	71	72
29	49	111	76	76
30	52	117	80	82
31	56	123	85	87
32	60	130	91	92
33	64	136	96	97
34	68	141	101	102
35	72	147	106	107
36	77	153	111	112
37	81	159	116	117
38	85	165	121	122
39	89	170	126	127
40	94	176	131	132
41	97	182	136	137
42	102	188	141	142
43	106	194	146	147
44	110	199	151	152
45	114	206	156	157
46	117	213	161	162
