depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-58
2	-58	-55	-57	-57
3	-57	-53	-56	-55
4	-56	-51	-54	-54
5	-55	-50	-53	-53
6	-54	-48	-51	-51
7	-53	-47	-50	-50
8	-52	-46	-48	-49
9	-51	-44	-47	-47
10	-49	-43	-46	-46
11	-48	-41	-44	-44
12	-47	-39	-43	-43
13	-45	-38	-41	-41
14	-44	-36	-40	-40
15	-43	-34	-38	-39
16	-42	-32	-37	-37
17	-41	-31	-36	-36
18	-40	-29	-34	-34
19	-38	-27	-33	-33
20	-37	-26	-31	-31
21	-36	-24	-30	-30
22	-35	-22	-29	-29
23	-34	-20	-27	-27
24	-33	-18	-26	-26
25	-32	-16	-24	-24
26	-31	-14	-23	-23
27	-30	-11	-21	-21
28	-29	-9	-20	-20
29	-28	-6	-18	-18
30	-27	-4	-17	-17
31	-26	0	-15	-15
32	-25	4	-14	-13
33	-24	8	-13	-11
34	-23	12	-11	-10
35	-22	17	-10	-8
36	-21	22	-9	-6
37	-20	27	-7	-4
38	-19	32	-6	-3
39	-18	37	-5	-1
40	-17	42	-4	1
41	-16	47	-2	3
42	-16	52	-1	4
43	-15	57	0	6
44	-14	63	1	8
45	-13	67	2	9
46	-12	73	4	11
47	-12	79	5	13
48	-11	85	6	14
