labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.14,236.16666713899997,15.166666697,2
2,4,0.36,141.833333617,10.500000021,2
3,6,0.56,102.666666872,8.166666682999999,2
4,8,0.47,91.333333516,9.000000018,2
5,10,0.83,81.333333496,7.500000015,2
6,12,0.68,71.500000143,6.333333346,2
