labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.14,268.83,7.03,2,63.95,4.61
2,4,0.17,118.66,5.83,2,42.51,5.28
3,6,0.16,115.2,5.73,2,43.91,4.43
4,8,0.14,91.31,5.29,2,47.32,5.74
5,10,0.14,119.28,5.9,2,47.8,5.58
6,12,0.14,112.93,6.06,2,37.2,6.07
7,14,0.16,129.34,6.45,2,44.1,5.93
8,16,0.19,167.56,6,2,51.42,5.05
9,18,0.22,160.61,5.09,2,61.58,4.51
10,20,0.27,98.99,4.53,2,53.48,4.63
11,22,0.21,43.73,4.45,2,61.81,5.19
12,24,0.19,34.05,4.26,2,77.15,5.41
13,26,0.19,22.6,5.14,2,77.09,6.25
14,28,0.18,21.12,4.75,2,54.75,6.36
15,30,0.18,30,4.46,2,60.83,5.82
16,32,0.19,37.78,4.69,2,80.76,5.9
17,34,0.21,25.68,4.3,2,60.52,4.47
18,36,0.2,20.01,4.4,2,59.97,5.65
19,38,0.28,22.12,3.77,2,52.07,4.5
20,40,0.23,26.85,4.21,2,72.16,5.43
21,42,0.24,21.76,3.63,2,59.32,4.57
22,44,0.25,14.21,3.6,2,66.04,4.4
23,46,0.26,0.58,0.3134342402094351,2,58.55,4.44
