depth	min	max	median	mean
0	-62	-62	-62	-62
1	-60	-60	-60	-60
2	-58	-57	-57	-57
3	-57	-56	-56	-56
4	-55	-54	-55	-55
5	-54	-53	-53	-53
6	-53	-51	-52	-52
7	-52	-50	-51	-51
8	-51	-49	-50	-50
9	-50	-48	-49	-49
10	-48	-46	-47	-47
11	-47	-45	-46	-46
12	-46	-43	-45	-45
13	-44	-41	-42	-42
14	-42	-39	-40	-40
15	-38	-35	-36	-36
16	-35	-30	-33	-33
17	-30	-24	-27	-27
18	-24	-17	-21	-21
19	-19	-10	-15	-15
20	-14	-3	-9	-9
21	-12	0	-6	-6
22	-9	3	-4	-4
23	-8	5	-2	-2
24	-6	8	0	0
25	-5	10	2	2
26	-3	11	3	3
27	-2	13	5	5
28	-1	15	6	7
29	1	18	9	9
30	3	21	11	11
31	5	25	14	14
32	8	30	17	17
33	10	34	20	21
34	12	38	23	24
35	15	42	26	27
36	17	47	29	30
37	20	52	33	34
38	23	58	38	38
39	27	66	44	44
40	30	74	49	50
41	35	83	56	57
42	39	94	63	64
43	42	103	69	70
44	45	113	75	76
45	49	121	81	82
46	52	130	87	88
