depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-63	-64	-64
2	-63	-61	-62	-62
3	-60	-58	-59	-59
4	-59	-55	-57	-57
5	-58	-55	-57	-57
6	-58	-55	-57	-57
7	-57	-53	-55	-55
8	-56	-52	-54	-54
9	-53	-48	-51	-51
10	-50	-44	-48	-48
11	-48	-41	-45	-45
12	-45	-38	-42	-42
13	-44	-36	-41	-40
14	-43	-34	-39	-39
15	-40	-31	-36	-36
16	-38	-28	-34	-34
17	-35	-23	-30	-30
18	-32	-19	-27	-26
19	-30	-16	-25	-24
20	-29	-14	-23	-22
21	-28	-13	-22	-22
22	-28	-13	-22	-21
23	-25	-10	-19	-18
24	-23	-6	-16	-16
25	-22	-5	-15	-15
26	-21	-4	-14	-14
27	-17	2	-9	-9
28	-13	10	-4	-3
29	-7	22	4	5
30	-2	35	12	13
31	0	37	14	15
32	0	39	15	16
33	6	49	23	24
34	10	61	30	31
35	14	71	36	38
36	17	83	43	45
37	24	92	53	54
38	29	104	62	63
39	30	109	65	66
40	32	115	68	69
41	35	121	73	74
42	38	129	77	79
