depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-62	-62	-62
2	-60	-60	-60	-60
3	-58	-57	-58	-58
4	-56	-55	-55	-55
5	-54	-53	-54	-54
6	-52	-51	-52	-52
7	-50	-49	-50	-50
8	-48	-47	-47	-47
9	-47	-45	-46	-46
10	-45	-43	-44	-44
11	-42	-41	-41	-41
12	-40	-38	-39	-39
13	-38	-36	-37	-37
14	-35	-33	-34	-34
15	-32	-30	-31	-31
16	-31	-28	-29	-29
17	-28	-26	-27	-27
18	-26	-23	-24	-24
19	-23	-20	-21	-21
20	-20	-17	-18	-18
21	-17	-13	-15	-15
22	-13	-9	-11	-11
23	-8	-4	-6	-6
24	-2	3	0	0
25	6	12	9	9
26	13	20	17	17
27	20	28	24	24
28	27	36	31	31
29	34	46	40	40
30	43	58	50	50
31	51	71	61	61
32	58	85	71	71
33	65	97	80	80
34	71	107	88	88
35	75	116	94	95
36	79	124	100	100
37	83	131	105	106
38	87	138	111	111
39	91	145	116	116
40	94	152	120	121
41	97	158	125	126
42	100	164	130	130
43	104	170	134	135
44	107	176	139	139
45	110	182	143	144
46	114	188	148	149
47	117	194	152	153
48	121	199	157	158
49	125	205	162	163
50	129	212	167	168
51	133	217	172	173
52	137	223	177	178
53	141	230	182	183
54	145	237	187	188
55	148	245	192	193
