depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-62	-63	-63
2	-63	-59	-61	-61
3	-62	-56	-60	-60
4	-61	-53	-58	-58
5	-60	-50	-56	-56
6	-59	-47	-55	-54
7	-58	-44	-53	-52
8	-57	-41	-51	-51
9	-56	-38	-49	-49
10	-56	-35	-48	-47
11	-55	-32	-46	-45
12	-54	-29	-44	-43
13	-53	-26	-42	-42
14	-52	-23	-41	-40
15	-51	-20	-39	-38
16	-50	-17	-37	-36
17	-49	-14	-36	-35
18	-48	-11	-34	-33
19	-47	-8	-33	-31
20	-46	-5	-31	-30
21	-46	-2	-29	-28
22	-45	1	-28	-26
23	-44	4	-26	-24
24	-43	7	-24	-23
25	-42	10	-23	-21
26	-41	13	-21	-19
27	-40	16	-20	-18
28	-40	19	-18	-16
29	-39	22	-16	-14
30	-38	25	-15	-13
31	-37	28	-13	-11
32	-36	31	-12	-9
33	-35	34	-10	-8
34	-35	37	-9	-6
35	-34	40	-7	-5
36	-33	43	-6	-3
37	-32	46	-4	-1
38	-31	49	-3	0
39	-31	52	-1	2
40	-30	55	0	3
41	-29	58	2	5
42	-28	61	3	7
43	-28	64	5	8
44	-27	67	6	10
45	-26	70	8	11
46	-25	73	9	13
47	-25	76	11	14
48	-24	80	12	16
49	-23	82	13	17
50	-22	85	15	19
51	-22	89	16	20
52	-21	91	18	22
53	-20	94	19	23
54	-20	97	20	25
55	-19	100	22	26
56	-18	103	23	28
57	-18	106	24	29
58	-17	109	26	31
59	-17	112	27	32
60	-16	115	28	33
61	-15	118	30	35
62	-14	121	31	36
63	-14	124	32	38
64	-13	127	34	39
65	-12	130	35	40
66	-12	134	36	42
67	-11	136	37	43
68	-11	139	39	44
69	-10	142	40	46
70	-9	145	41	47
71	-9	148	42	48
72	-8	151	44	50
73	-8	154	45	51
74	-7	157	46	52
75	-6	160	47	54
76	-6	163	48	55
77	-5	166	49	56
78	-5	169	51	57
79	-4	171	52	59
80	-4	174	53	60
81	-3	177	54	61
82	-3	180	55	62
83	-2	184	56	64
84	-2	186	57	65
85	-1	190	58	66
86	-1	193	59	67
87	0	196	60	68
88	0	198	61	69
89	0	202	62	71
90	1	205	63	72
91	1	207	65	73
92	2	210	66	74
93	2	213	67	75
94	3	216	67	76
95	3	219	69	77
96	3	221	70	78
97	4	223	71	79
98	4	227	72	80
99	5	229	72	81
100	5	231	73	82
