labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.31,103.000000206,14.833333363,2
2,4,0.31,103.33333354,14.333333362,2
3,6,0.31,136.16666693899998,17.333333367999998,2
4,10,0.31,98.33333353,14.166666694999998,2
5,14,0.31,98.33333353,15.00000003,2
6,18,0.41,49.166666764999995,10.833333355,2
7,24,0.4,51.333333436,10.666666688,2
8,40,0.56,38.000000076,8.166666682999999,2
9,60,0.49,28.000000056,9.000000018,2
10,80,0.41,32.833333399,8.500000017,2
11,100,0.57,6.333333346,9.000000018,2
