depth	min	max	median	mean
0	-67	-67	-67	-67
1	-66	-63	-64	-64
2	-62	-61	-62	-62
3	-61	-58	-60	-60
4	-59	-57	-58	-58
5	-57	-54	-55	-55
6	-54	-52	-53	-53
7	-53	-50	-51	-51
8	-51	-48	-50	-50
9	-49	-46	-48	-48
10	-47	-44	-45	-45
11	-43	-39	-41	-41
12	-40	-35	-37	-37
13	-37	-31	-34	-34
14	-31	-24	-27	-27
15	-27	-17	-21	-22
16	-23	-13	-18	-18
17	-18	-6	-11	-11
18	-13	4	-4	-4
19	-9	10	1	1
20	-6	18	6	6
21	2	34	18	18
22	6	45	25	25
23	7	50	28	28
24	11	60	35	35
25	12	64	37	37
26	14	69	40	40
