depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-62	-63	-63
2	-61	-59	-60	-60
3	-59	-56	-57	-57
4	-56	-52	-54	-54
5	-52	-47	-49	-49
6	-47	-41	-44	-44
7	-41	-33	-37	-37
8	-36	-24	-30	-30
9	-31	-17	-24	-24
10	-27	-9	-19	-19
11	-24	-3	-14	-14
12	-20	4	-10	-9
13	-17	11	-5	-4
14	-14	19	0	1
15	-10	28	7	8
16	-6	39	13	14
17	-1	48	20	21
18	3	58	26	27
19	5	64	31	32
20	8	71	35	36
21	11	76	39	40
22	13	83	44	45
23	16	89	48	49
24	19	95	52	53
25	22	100	57	58
26	25	106	61	62
27	28	111	66	67
28	31	118	71	72
29	34	122	75	76
30	37	128	80	81
31	40	133	84	85
32	43	139	89	89
33	47	144	93	94
34	50	150	98	99
35	54	155	103	104
36	57	160	108	108
37	61	165	113	113
38	65	171	117	118
39	69	176	122	122
40	72	181	127	127
41	76	186	132	132
42	80	191	137	137
43	84	196	142	142
44	88	201	147	147
45	93	205	152	151
46	97	210	157	156
47	101	215	162	161
48	105	219	167	166
49	109	224	172	171
50	112	230	177	176
