labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.51,59.333333452,2.8333333389999997,2,22.000000044,1.333333336
2,4,0.38,69.33333347199999,3.166666673,2,22.666666712,1.166666669
3,6,0.54,71.66666680999998,3.666666674,2,18.33333337,1.333333336
4,8,0.6493215650111975,61.500000123,2.5000000049999995,2,20.500000041,1.000000002
5,10,0.3917812574517129,57.666666782,3.33333334,2,18.666666704,1.333333336
6,12,0.3,49.333333432,3.0000000059999996,2,18.833333371,1.333333336
7,14,0.33,42.333333417999995,2.8333333389999997,2,20.833333375,1.333333336
8,16,0.46,39.166666745,2.8333333389999997,2,18.833333371,1.166666669
9,18,0.75,31.500000062999995,2.333333338,2,23.500000046999997,1.333333336
10,20,0.94,24.000000047999997,1.833333337,2,24.666666716,1.166666669
11,22,0.8,26.500000053,2.000000004,2,25.333333384,1.166666669
12,24,0.84,26.000000052,1.833333337,2,27.166666721,1.166666669
13,26,1,25.166666717,2.000000004,2,24.833333383,1.166666669
14,28,0.94,28.666666724,1.833333337,2,24.000000047999997,1.000000002
15,30,0.72,25.166666717,2.166666671,2,26.66666672,1.166666669
16,32,0.82,24.333333382,1.000000002,2,26.500000053,0.500000001
17,34,0.87,28.166666722999995,1.66666667,2,25.833333385,1.000000002
18,36,0.83,27.500000054999997,2.000000004,2,25.833333385,1.000000002
19,38,0.94,26.833333387,1.5000000029999998,2,26.833333387,0.833333335
20,40,0.89,25.833333385,1.5000000029999998,2,28.000000056,0.833333335
21,42,0.78,29.333333391999997,1.833333337,2,27.500000054999997,1.000000002
22,44,0.85,28.166666722999995,1.66666667,2,27.500000054999997,1.000000002
23,46,0.94,29.333333391999997,1.833333337,2,29.333333391999997,1.000000002
24,48,0.83,26.333333386,1.5000000029999998,2,27.166666721,0.833333335
25,50,0.82,27.333333388,2.000000004,2,26.166666719,1.166666669
