labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.203972975,97.6890890407464,52.79156103489346,2
2,4,0.282687473,68.54682148768171,37.042967089247064,2
3,6,0.267408599,55.06133663092126,29.755358985911627,2
4,8,0.315225817,61.392083287440144,33.17651893116062,2
5,10,0.284328538,47.6276242971551,25.738152128550414,2
6,12,0.366325165,33.557960606842514,18.134851527213513,2
7,14,0.367485227,28.95847276334891,15.64927053138946,2
8,16,0.487113156,24.344785962304034,13.156016364062218,2
9,18,0.506777634,22.065573783853843,11.924321299530105,2
