state,habitat_simplified,scaledCount,state_scaledCount,mapped_proportion,estimated_area_ha
AL,marsh,164881.65971779046,187577.14423415213,0.8790071966975308,14839.34937460114
AL,swamp,16784.862695339187,187577.14423415213,0.08948245141415886,1510.637642580527
AL,scrub/shrub,5319.926446462019,187577.14423415213,0.028361272201804965,478.7933801815817
AL,"seagrass, kelp and algal mats",545.9334697985593,187577.14423415213,0.0029104477095411568,49.13401228187034
AL,mangrove,44.761904761904745,187577.14423415213,2.3863197696425402e-4,4.028571428571427
CA,marsh,500328.2949196907,642739.1347212539,0.7784313540153043,45029.546542772165
CA,"seagrass, kelp and algal mats",90206.7540392746,642739.1347212539,0.14034738071207675,8118.607863534715
CA,scrub/shrub,44611.29458565004,642739.1347212539,0.06940808825184928,4015.0165127085033
CA,swamp,7592.79117663844,642739.1347212539,0.011813177020769582,683.3512058974597
CT,marsh,75260.48746403313,89301.31495925404,0.8427702044294936,6773.443871762983
CT,swamp,10242.809589507744,89301.31495925404,0.11469942625347994,921.852863055697
CT,scrub/shrub,3578.2652914106593,89301.31495925404,0.04006957000625727,322.04387622695936
CT,"seagrass, kelp and algal mats",219.7526143025205,89301.31495925404,0.002460799310769255,19.777735287226847
DC,marsh,606.636177089981,912.1338793775994,0.665073615623096,54.59725593809829
DC,swamp,284.82679072427953,912.1338793775994,0.3122642379193644,25.63441116518516
DC,scrub/shrub,17.586543449679837,912.1338793775994,0.01928066027070514,1.5827889104711854
DC,"seagrass, kelp and algal mats",3.08436811365918,912.1338793775994,0.0033814861868345673,0.2775931302293262
DE,marsh,351799.4678035084,404789.67654744454,0.8690919956360961,31661.952102315754
DE,swamp,45996.539008362146,404789.67654744454,0.11363071163444305,4139.688510752593
DE,scrub/shrub,6648.220506844182,404789.67654744454,0.01642388848339357,598.3398456159764
DE,"seagrass, kelp and algal mats",345.4492287298281,404789.67654744454,8.53404246067374e-4,31.09043058568453
FL,marsh,2506787.3508592634,7293479.002201704,0.34370255266417193,225610.8615773337
FL,mangrove,2093179.0476190469,7293479.002201704,0.2869932232597328,188386.11428571423
FL,"seagrass, kelp and algal mats",1460942.1567414661,7293479.002201704,0.2003079951694448,131484.79410673198
FL,scrub/shrub,868859.5818993279,7293479.002201704,0.11912827631875579,78197.36237093952
FL,swamp,363710.8650825993,7293479.002201704,0.04986795258789458,32733.977857433936
GA,marsh,1746184.099381378,2103733.637385992,0.8300404900836735,157156.568944324
GA,swamp,294783.7776251933,2103733.637385992,0.14012409764549794,26530.5399862674
GA,scrub/shrub,60701.95085561118,2103733.637385992,0.02885439001252877,5463.175577005007
GA,mangrove,2063.809523809523,2103733.637385992,9.810222582997356e-4,185.74285714285708
LA,marsh,9356524.251730563,10542638.673960553,0.8874935906549093,842087.1826557507
LA,swamp,549776.455867909,10542638.673960553,0.05214789891508009,49479.88102811181
LA,"seagrass, kelp and algal mats",389924.2334688243,10542638.673960553,0.03698544980317925,35093.18101219419
LA,scrub/shrub,246413.73289325598,10542638.673960553,0.023373060626831265,22177.235960393038
MA,marsh,284397.25812003535,308467.78564214247,0.9219674512461679,25595.75323080318
MA,swamp,15705.091820035565,308467.78564214247,0.0509132316275491,1413.458263803201
MA,scrub/shrub,5821.736191938122,308467.78564214247,0.018873076745498457,523.956257274431
MA,"seagrass, kelp and algal mats",2543.6995101334505,308467.78564214247,0.008246240380784623,228.93295591201056
MD,marsh,932542.4354587647,1230904.3854227236,0.7576075335360074,83928.81919128881
MD,swamp,267276.3336862157,1230904.3854227236,0.21713817649160966,24054.870031759412
MD,scrub/shrub,30706.23899976314,1230904.3854227236,0.024946079779558056,2763.561509978683
MD,"seagrass, kelp and algal mats",379.3772779800791,1230904.3854227236,3.0821019282484025e-4,34.143955018207116
ME,marsh,158557.69405140448,347695.35186282225,0.45602477341704856,14270.192464626405
ME,"seagrass, kelp and algal mats",91608.3693078069,347695.35186282225,0.263473091650502,8244.753237702622
ME,swamp,84913.24006127358,347695.35186282225,0.24421735754113494,7642.191605514622
ME,scrub/shrub,12616.04844233727,347695.35186282225,0.03628477739131449,1135.4443598103544
MS,marsh,288521.8635657249,359523.0884576377,0.8025127532239733,25966.967720915243
MS,swamp,49689.32830908113,359523.0884576377,0.13820900494109986,4472.039547817302
MS,scrub/shrub,20529.455724751522,359523.0884576377,0.057101911904527076,1847.6510152276371
MS,"seagrass, kelp and algal mats",547.2027628419953,359523.0884576377,0.0015220239823525875,49.248248655779584
MS,mangrove,235.23809523809516,359523.0884576377,6.543059480470975e-4,21.171428571428567
NC,marsh,1191562.2798913394,1474714.3681966441,0.8079953010483261,107240.60519022055
NC,scrub/shrub,168848.0460659871,1474714.3681966441,0.11449542345780701,15196.32414593884
NC,swamp,114282.45166252206,1474714.3681966441,0.07749463497956724,10285.420649626985
NC,"seagrass, kelp and algal mats",21.590576795614258,1474714.3681966441,1.4640514299739491e-5,1.9431519116052831
NH,marsh,29221.73766748407,32764.056251286795,0.8918840037193624,2629.9563900735666
NH,swamp,2140.097488076189,32764.056251286795,0.06531845360240271,192.60877392685703
NH,"seagrass, kelp and algal mats",879.7973050154573,32764.056251286795,0.026852514788394174,79.18175745139115
NH,scrub/shrub,522.4237907110776,32764.056251286795,0.0159450278898407,47.01814116399698
NJ,marsh,946028.7868885148,1067490.0869627052,0.8862178660414727,85142.59081996634
NJ,swamp,104608.58004418132,1067490.0869627052,0.0979948959917939,9414.77220397632
NJ,scrub/shrub,16669.200127246382,1067490.0869627052,0.015615320770495128,1500.2280114521745
NJ,"seagrass, kelp and algal mats",183.5199027627212,1067490.0869627052,1.719171962382193e-4,16.516791248644907
NY,marsh,237236.09899818376,259649.46352986654,0.9136783714975608,21351.24890983654
NY,swamp,10369.027517451534,259649.46352986654,0.039934715737468957,933.2124765706382
NY,scrub/shrub,10303.119309356855,259649.46352986654,0.03968088040425211,927.2807378421169
NY,"seagrass, kelp and algal mats",1741.2177048743918,259649.46352986654,0.006706032360718149,156.70959343869526
OR,marsh,125426.25043714112,200962.37432447943,0.624128028237885,11288.362539342703
OR,scrub/shrub,34747.30264697045,200962.37432447943,0.17290451888703548,3127.2572382273406
OR,swamp,27911.68145777145,200962.37432447943,0.1388900860252799,2512.051331199431
OR,"seagrass, kelp and algal mats",12877.139782596414,200962.37432447943,0.06407736684979959,1158.9425804336774
PA,marsh,5847.109573306522,7148.254656466506,0.8179772342073833,526.239861597587
PA,swamp,1044.6968652789133,7148.254656466506,0.1461471247857478,94.0227178751022
PA,scrub/shrub,254.90603382424197,7148.254656466506,0.03565989826532649,22.941543044181778
PA,"seagrass, kelp and algal mats",1.54218405682959,7148.254656466506,2.1574274154243905e-4,0.1387965651146631
RI,marsh,36048.131119850856,37982.003403701514,0.949084510806447,3244.3318007865773
RI,scrub/shrub,846.7973254833366,37982.003403701514,0.022294698794135027,76.21175929350031
RI,swamp,797.7141936019158,37982.003403701514,0.02100242541508948,71.79427742417242
RI,"seagrass, kelp and algal mats",289.3607647654034,37982.003403701514,0.007618364984328445,26.04246882888631
SC,marsh,1841004.0510303916,2425694.1790813087,0.7589596689091456,165690.36459273525
SC,swamp,496824.56613780436,2425694.1790813087,0.2048174788158862,44714.2109524024
SC,scrub/shrub,86619.93729390574,2425694.1790813087,0.035709339636009516,7795.794356451516
SC,"seagrass, kelp and algal mats",903.7198573021396,2425694.1790813087,3.725613332033507e-4,81.33478715719258
SC,mangrove,341.90476190476176,2425694.1790813087,1.4095130575539103e-4,30.771428571428558
TX,marsh,2488791.238488152,2746180.071977634,0.9062738688857626,223991.21146393372
TX,"seagrass, kelp and algal mats",198841.897775926,2746180.071977634,0.07240672227030327,17895.77079983334
TX,scrub/shrub,29603.36337608264,2746180.071977634,0.010779833295769304,2664.302703847438
TX,swamp,27653.096146996748,2746180.071977634,0.010069658734025641,2488.7786532297077
TX,mangrove,1290.47619047619,2746180.071977634,4.6991681413916404e-4,116.1428571428571
VA,marsh,923112.8164184219,1300285.7013251171,0.7099307601996088,83080.15347765798
VA,swamp,339357.5887908372,1300285.7013251171,0.2609869419043822,30542.18299117535
VA,scrub/shrub,37360.35181909322,1300285.7013251171,0.02873241763792327,3362.4316637183897
VA,"seagrass, kelp and algal mats",454.944296764729,1300285.7013251171,3.4988025808566276e-4,40.94498670882561
WA,"seagrass, kelp and algal mats",234890.812415455,430954.7193692374,0.5450475464319096,21140.173117390954
WA,marsh,119640.36206385383,430954.7193692374,0.27761701331166355,10767.632585746846
WA,swamp,44279.04536113445,430954.7193692374,0.10274639856814431,3985.1140825021007
WA,scrub/shrub,32144.49952879415,430954.7193692374,0.07458904168828254,2893.0049575914736
