iteration,logOdds,memory,depth_code,accretion
1,-63.0006,0.948706,accRate[2],6.29619
1,-63.0006,0.948706,accRate[4],6.04789
1,-63.0006,0.948706,accRate[6],5.82532
1,-63.0006,0.948706,accRate[8],6.06675
1,-63.0006,0.948706,accRate[10],6.02125
1,-63.0006,0.948706,accRate[12],6.26243
1,-63.0006,0.948706,accRate[14],6.40774
1,-63.0006,0.948706,accRate[16],6.30358
1,-63.0006,0.948706,accRate[18],6.58763
2,-63.0134,0.790491,accRate[2],3.13378
2,-63.0134,0.790491,accRate[4],3.80422
2,-63.0134,0.790491,accRate[6],3.4818
2,-63.0134,0.790491,accRate[8],1.9659
2,-63.0134,0.790491,accRate[10],1.69606
2,-63.0134,0.790491,accRate[12],1.89914
2,-63.0134,0.790491,accRate[14],2.00629
2,-63.0134,0.790491,accRate[16],1.50296
2,-63.0134,0.790491,accRate[18],1.54929
3,-62.9964,0.541479,accRate[2],4.42127
3,-62.9964,0.541479,accRate[4],4.02116
3,-62.9964,0.541479,accRate[6],4.31666
3,-62.9964,0.541479,accRate[8],2.28217
3,-62.9964,0.541479,accRate[10],2.69504
3,-62.9964,0.541479,accRate[12],3.02342
3,-62.9964,0.541479,accRate[14],2.71503
3,-62.9964,0.541479,accRate[16],0.781172
3,-62.9964,0.541479,accRate[18],0.453989
4,-62.9989,0.616775,accRate[2],4.89216
4,-62.9989,0.616775,accRate[4],4.52055
4,-62.9989,0.616775,accRate[6],4.62208
4,-62.9989,0.616775,accRate[8],5.63054
4,-62.9989,0.616775,accRate[10],5.80502
4,-62.9989,0.616775,accRate[12],5.86017
4,-62.9989,0.616775,accRate[14],6.30492
4,-62.9989,0.616775,accRate[16],4.48466
4,-62.9989,0.616775,accRate[18],3.56377
5,-62.9982,0.876758,accRate[2],5.64505
5,-62.9982,0.876758,accRate[4],5.6468
5,-62.9982,0.876758,accRate[6],5.52836
5,-62.9982,0.876758,accRate[8],4.76267
5,-62.9982,0.876758,accRate[10],5.06055
5,-62.9982,0.876758,accRate[12],5.15806
5,-62.9982,0.876758,accRate[14],5.03452
5,-62.9982,0.876758,accRate[16],5.51278
5,-62.9982,0.876758,accRate[18],6.22237
6,-62.9964,0.847337,accRate[2],5.55165
6,-62.9964,0.847337,accRate[4],4.9196
6,-62.9964,0.847337,accRate[6],5.63535
6,-62.9964,0.847337,accRate[8],5.31119
6,-62.9964,0.847337,accRate[10],5.39039
6,-62.9964,0.847337,accRate[12],5.98175
6,-62.9964,0.847337,accRate[14],6.8077
6,-62.9964,0.847337,accRate[16],7.18584
6,-62.9964,0.847337,accRate[18],8.26609
7,-63.0041,0.854212,accRate[2],6.84218
7,-63.0041,0.854212,accRate[4],6.36768
7,-63.0041,0.854212,accRate[6],6.80601
7,-63.0041,0.854212,accRate[8],6.53204
7,-63.0041,0.854212,accRate[10],6.70175
7,-63.0041,0.854212,accRate[12],7.43935
7,-63.0041,0.854212,accRate[14],6.62542
7,-63.0041,0.854212,accRate[16],5.16357
7,-63.0041,0.854212,accRate[18],5.69686
8,-62.9807,0.82744,accRate[2],4.76514
8,-62.9807,0.82744,accRate[4],5.22034
8,-62.9807,0.82744,accRate[6],5.62341
8,-62.9807,0.82744,accRate[8],3.9078
8,-62.9807,0.82744,accRate[10],3.85153
8,-62.9807,0.82744,accRate[12],3.56097
8,-62.9807,0.82744,accRate[14],1.7268
8,-62.9807,0.82744,accRate[16],0.867972
8,-62.9807,0.82744,accRate[18],0.492094
9,-63.0011,0.740897,accRate[2],6.40512
9,-63.0011,0.740897,accRate[4],6.30106
9,-63.0011,0.740897,accRate[6],7.40679
9,-63.0011,0.740897,accRate[8],2.23083
9,-63.0011,0.740897,accRate[10],2.59492
9,-63.0011,0.740897,accRate[12],3.31604
9,-63.0011,0.740897,accRate[14],3.85488
9,-63.0011,0.740897,accRate[16],3.36879
9,-63.0011,0.740897,accRate[18],2.28407
10,-62.9922,0.935195,accRate[2],3.89042
10,-62.9922,0.935195,accRate[4],3.68739
10,-62.9922,0.935195,accRate[6],3.6906
10,-62.9922,0.935195,accRate[8],3.20995
10,-62.9922,0.935195,accRate[10],3.39247
10,-62.9922,0.935195,accRate[12],3.48448
10,-62.9922,0.935195,accRate[14],3.58149
10,-62.9922,0.935195,accRate[16],3.77088
10,-62.9922,0.935195,accRate[18],3.65856
11,-62.9915,0.917658,accRate[2],3.48112
11,-62.9915,0.917658,accRate[4],3.58712
11,-62.9915,0.917658,accRate[6],3.74556
11,-62.9915,0.917658,accRate[8],2.45677
11,-62.9915,0.917658,accRate[10],2.51439
11,-62.9915,0.917658,accRate[12],1.83882
11,-62.9915,0.917658,accRate[14],1.56225
11,-62.9915,0.917658,accRate[16],1.39525
11,-62.9915,0.917658,accRate[18],1.22157
12,-63.0041,0.78417,accRate[2],4.4933
12,-63.0041,0.78417,accRate[4],5.43751
12,-63.0041,0.78417,accRate[6],6.25899
12,-63.0041,0.78417,accRate[8],3.28121
12,-63.0041,0.78417,accRate[10],3.70515
12,-63.0041,0.78417,accRate[12],2.15687
12,-63.0041,0.78417,accRate[14],1.98014
12,-63.0041,0.78417,accRate[16],2.21073
12,-63.0041,0.78417,accRate[18],2.29815
13,-63.0044,0.867732,accRate[2],3.56035
13,-63.0044,0.867732,accRate[4],3.79433
13,-63.0044,0.867732,accRate[6],3.96967
13,-63.0044,0.867732,accRate[8],3.27312
13,-63.0044,0.867732,accRate[10],2.88912
13,-63.0044,0.867732,accRate[12],1.77346
13,-63.0044,0.867732,accRate[14],1.40416
13,-63.0044,0.867732,accRate[16],1.22734
13,-63.0044,0.867732,accRate[18],1.02068
14,-62.9875,0.426636,accRate[2],5.93089
14,-62.9875,0.426636,accRate[4],8.75231
14,-62.9875,0.426636,accRate[6],9.42436
14,-62.9875,0.426636,accRate[8],3.93157
14,-62.9875,0.426636,accRate[10],8.18351
14,-62.9875,0.426636,accRate[12],5.5731
14,-62.9875,0.426636,accRate[14],5.76786
14,-62.9875,0.426636,accRate[16],2.58182
14,-62.9875,0.426636,accRate[18],1.45291
15,-63.0154,0.60404,accRate[2],4.66904
15,-63.0154,0.60404,accRate[4],5.40849
15,-63.0154,0.60404,accRate[6],6.89554
15,-63.0154,0.60404,accRate[8],3.90207
15,-63.0154,0.60404,accRate[10],5.35516
15,-63.0154,0.60404,accRate[12],5.6888
15,-63.0154,0.60404,accRate[14],7.26256
15,-63.0154,0.60404,accRate[16],1.42834
15,-63.0154,0.60404,accRate[18],0.422505
16,-62.9862,0.528695,accRate[2],2.21347
16,-62.9862,0.528695,accRate[4],3.94569
16,-62.9862,0.528695,accRate[6],6.03286
16,-62.9862,0.528695,accRate[8],7.17041
16,-62.9862,0.528695,accRate[10],9.47043
16,-62.9862,0.528695,accRate[12],3.30092
16,-62.9862,0.528695,accRate[14],2.55628
16,-62.9862,0.528695,accRate[16],4.61076
16,-62.9862,0.528695,accRate[18],6.2498
17,-63.0058,0.520063,accRate[2],3.38998
17,-63.0058,0.520063,accRate[4],2.77681
17,-63.0058,0.520063,accRate[6],4.61837
17,-63.0058,0.520063,accRate[8],5.2642
17,-63.0058,0.520063,accRate[10],4.51544
17,-63.0058,0.520063,accRate[12],3.75359
17,-63.0058,0.520063,accRate[14],5.67354
17,-63.0058,0.520063,accRate[16],6.97539
17,-63.0058,0.520063,accRate[18],0.24508
18,-62.9846,0.857374,accRate[2],4.91279
18,-62.9846,0.857374,accRate[4],4.50943
18,-62.9846,0.857374,accRate[6],2.33212
18,-62.9846,0.857374,accRate[8],2.61239
18,-62.9846,0.857374,accRate[10],2.36297
18,-62.9846,0.857374,accRate[12],1.9054
18,-62.9846,0.857374,accRate[14],1.07541
18,-62.9846,0.857374,accRate[16],0.899914
18,-62.9846,0.857374,accRate[18],0.289732
19,-63.0035,0.62867,accRate[2],6.08707
19,-63.0035,0.62867,accRate[4],5.90085
19,-63.0035,0.62867,accRate[6],7.37924
19,-63.0035,0.62867,accRate[8],5.59629
19,-63.0035,0.62867,accRate[10],4.24706
19,-63.0035,0.62867,accRate[12],3.4218
19,-63.0035,0.62867,accRate[14],3.09329
19,-63.0035,0.62867,accRate[16],3.31631
19,-63.0035,0.62867,accRate[18],4.23328
20,-62.9923,0.488463,accRate[2],5.27453
20,-62.9923,0.488463,accRate[4],7.45584
20,-62.9923,0.488463,accRate[6],5.98585
20,-62.9923,0.488463,accRate[8],4.75376
20,-62.9923,0.488463,accRate[10],7.73564
20,-62.9923,0.488463,accRate[12],3.48841
20,-62.9923,0.488463,accRate[14],2.92551
20,-62.9923,0.488463,accRate[16],5.24441
20,-62.9923,0.488463,accRate[18],8.88937
21,-62.9919,0.121856,accRate[2],4.31334
21,-62.9919,0.121856,accRate[4],5.88516
21,-62.9919,0.121856,accRate[6],6.74296
21,-62.9919,0.121856,accRate[8],6.14244
21,-62.9919,0.121856,accRate[10],10.6683
21,-62.9919,0.121856,accRate[12],3.65158
21,-62.9919,0.121856,accRate[14],0.887861
21,-62.9919,0.121856,accRate[16],5.21845
21,-62.9919,0.121856,accRate[18],5.51758
