labID,age,error,depth,cc
surface,-65,1,0,0
C14_1,508,20,24.5,1
C14_2,608,27,30.5,1
C14_3,604,29,34.5,1
C14_4,1000,27,44.5,1
C14_5,1234,27,50.5,1
C14_6,1957,24,64.5,1
C14_7,1985,25,70.5,1
C14_8,2178,28,83.5,1
