depth	min	max	median	mean
0	-66	-66	-66	-66
1	-63	-55	-60	-60
2	-60	-44	-54	-54
3	-57	-33	-48	-47
4	-54	-22	-42	-41
5	-51	-11	-36	-35
6	-49	-7	-34	-32
7	-47	-3	-31	-30
8	-45	1	-29	-27
9	-44	6	-26	-24
10	-42	11	-24	-22
11	-40	15	-22	-19
12	-39	18	-20	-17
13	-37	22	-17	-15
14	-36	27	-15	-12
15	-35	31	-13	-10
16	-31	36	-8	-5
17	-28	41	-3	0
18	-25	47	2	4
19	-22	55	6	9
20	-19	63	11	14
21	-16	67	16	18
22	-13	71	21	23
23	-10	77	26	28
24	-8	83	30	32
25	-6	90	35	37
26	-3	94	39	41
27	-1	98	43	45
28	2	101	47	49
29	4	107	51	52
30	6	112	55	56
31	9	115	60	60
32	12	119	64	64
33	15	123	69	69
34	17	127	73	73
35	20	132	77	77
36	24	135	81	81
37	28	139	86	85
38	31	143	90	90
39	34	147	95	94
40	36	152	99	98
41	40	155	103	102
42	43	158	108	106
43	46	161	113	111
44	49	166	117	115
45	51	171	122	119
