depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-57	-58	-58
2	-57	-54	-56	-56
3	-55	-51	-54	-54
4	-53	-48	-52	-52
5	-52	-44	-50	-50
6	-50	-41	-48	-48
7	-49	-38	-47	-46
8	-47	-35	-45	-44
9	-46	-32	-43	-42
10	-44	-30	-41	-40
11	-42	-27	-39	-38
12	-41	-24	-38	-36
13	-39	-21	-36	-34
14	-38	-18	-34	-32
15	-36	-15	-33	-31
16	-35	-13	-31	-29
17	-33	-10	-29	-27
18	-32	-7	-28	-25
19	-31	-4	-26	-24
20	-29	-1	-25	-22
21	-28	2	-23	-20
22	-26	5	-22	-18
23	-25	8	-20	-17
24	-24	11	-19	-15
25	-22	13	-17	-14
26	-21	16	-16	-12
27	-20	19	-15	-10
28	-19	22	-13	-9
29	-17	25	-12	-7
30	-16	27	-10	-6
31	-15	30	-9	-4
32	-14	33	-8	-3
33	-13	36	-6	-1
34	-12	39	-5	0
35	-11	42	-4	2
36	-10	45	-3	3
37	-9	48	-1	5
38	-8	51	0	6
39	-7	54	1	7
40	-6	57	2	9
41	-5	60	3	10
42	-4	63	4	11
43	-3	65	5	12
44	-2	68	7	14
45	-1	70	8	15
46	-1	73	9	16
47	0	77	10	17
48	1	79	11	19
49	2	81	12	20
50	2	84	13	21
51	3	86	14	22
52	4	89	15	23
53	4	92	15	24
54	5	94	16	25
55	6	97	17	26
56	6	99	18	27
57	7	101	19	28
58	7	104	20	29
59	8	106	20	30
60	8	108	21	31
61	9	111	22	32
62	9	113	23	33
63	10	115	23	34
64	10	117	24	35
65	10	119	25	35
66	11	121	25	36
67	11	123	26	37
68	11	126	26	38
69	12	128	27	38
70	12	131	28	39
71	12	133	28	40
72	12	135	29	40
73	12	137	29	41
74	13	140	29	42
75	13	142	30	42
76	13	144	30	43
77	13	145	31	43
