depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-58	-60	-60
2	-60	-54	-58	-58
3	-59	-50	-55	-55
4	-58	-45	-53	-52
5	-56	-41	-50	-50
6	-55	-36	-48	-47
7	-53	-31	-44	-44
8	-52	-26	-41	-40
9	-51	-20	-37	-37
10	-49	-13	-33	-32
11	-48	-8	-29	-29
12	-47	-2	-26	-25
13	-45	4	-22	-21
14	-44	10	-17	-17
15	-43	16	-13	-13
16	-42	22	-8	-8
17	-40	29	-3	-4
18	-39	35	2	1
19	-38	41	7	6
20	-37	47	12	10
21	-36	54	17	15
22	-34	59	22	20
23	-33	66	27	24
24	-32	72	32	29
25	-31	78	37	34
26	-30	84	42	38
27	-29	90	47	43
28	-28	96	52	47
29	-27	102	57	52
30	-26	108	62	57
31	-25	115	67	61
32	-24	122	72	66
33	-23	130	77	70
