labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.29,78.166666823,3.833333341,2,16.500000033,4.500000009
2,4,0.22,83.833333501,3.666666674,2,14.666666695999998,5.333333344
3,6,0.23,71.333333476,3.166666673,2,18.666666704,5.000000009999999
4,8,0.29,49.166666764999995,1.833333337,2,18.166666703,4.666666676
5,10,0.24,44.833333423,2.166666671,2,14.166666694999998,4.500000009
6,11,0.27,41.833333417,1.66666667,1,21.166666709,4.3333333419999995
7,12,0.41,43.500000087,1.5000000029999998,1,15.500000031,4.166666675
8,13,0.39,50.83333343499999,2.333333338,1,11.000000022,4.500000009
9,14,0.33,38.500000077,2.166666671,1,20.500000041,4.3333333419999995
10,15,0.33,29.000000058,1.833333337,1,23.666666714,4.833333343
11,16,0.37,48.500000097,2.166666671,1,20.500000041,4.3333333419999995
12,17,0.38,43.83333342099999,2.166666671,1,17.333333367999998,5.000000009999999
13,18,0.3,35.333333404,1.66666667,1,17.166666700999997,5.166666676999999
14,19,0.29,32.500000065,1.66666667,1,20.000000039999996,4.666666676
15,20,0.26,24.833333383,1.833333337,1,19.166666704999997,4.666666676
