depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-60	-61	-61
2	-61	-53	-56	-57
3	-59	-50	-54	-54
4	-56	-47	-51	-51
5	-52	-40	-47	-47
6	-49	-34	-42	-42
7	-46	-32	-40	-39
8	-44	-29	-37	-37
9	-41	-25	-34	-34
10	-39	-21	-31	-31
11	-35	-14	-26	-25
12	-31	-6	-21	-20
13	-28	-4	-18	-17
14	-25	0	-15	-14
15	-23	3	-12	-12
16	-21	6	-10	-9
17	-20	9	-8	-7
18	-18	13	-6	-5
19	-16	16	-3	-2
20	-14	19	0	0
21	-11	22	3	4
22	-8	26	6	7
23	-5	33	11	12
24	-1	41	16	17
25	2	46	21	21
26	5	50	25	25
27	8	55	29	30
28	11	61	34	34
29	14	74	41	42
30	18	88	48	49
31	22	96	53	55
32	25	104	58	60
33	29	111	64	65
34	33	118	69	71
35	38	124	74	76
36	42	132	80	82
37	47	139	85	87
38	50	145	90	92
