depth	min	max	median	mean
0	-66	-66	-66	-66
1	-63	-54	-59	-59
2	-57	-44	-52	-52
3	-51	-30	-42	-42
4	-47	-24	-38	-37
5	-42	-15	-32	-31
6	-38	-10	-28	-27
7	-35	-6	-25	-24
8	-30	1	-19	-18
9	-22	11	-9	-8
10	-11	26	4	5
11	-4	40	16	16
12	1	50	23	24
13	5	58	29	30
14	8	64	33	34
15	11	69	38	38
16	14	75	42	43
17	17	81	46	47
18	20	87	50	51
19	23	92	55	56
20	27	98	59	60
21	31	104	64	65
22	35	110	69	70
23	39	116	74	75
24	43	122	79	80
25	47	127	84	85
26	52	133	89	90
27	56	140	94	95
28	60	145	99	100
29	64	151	104	105
30	68	157	109	110
