depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-53	-56	-55
2	-56	-48	-53	-53
3	-55	-43	-51	-50
4	-54	-38	-48	-47
5	-52	-32	-45	-44
6	-50	-27	-41	-40
7	-48	-21	-37	-37
8	-46	-15	-34	-33
9	-44	-9	-30	-29
10	-42	-3	-26	-25
11	-40	3	-23	-22
12	-38	9	-19	-18
13	-36	14	-15	-14
14	-34	20	-11	-10
15	-32	26	-7	-6
16	-30	30	-3	-2
17	-27	36	1	2
18	-25	41	5	6
19	-23	47	9	10
20	-21	53	14	14
21	-17	59	18	19
22	-15	64	22	23
23	-12	70	27	27
24	-9	75	31	32
25	-7	82	36	36
26	-4	86	40	40
27	-2	91	45	45
28	2	96	49	49
29	5	101	53	53
30	7	106	58	57
31	10	110	62	62
32	12	114	67	66
33	16	119	71	71
34	18	124	76	75
35	20	130	81	80
36	23	134	85	84
37	25	139	90	88
38	28	144	94	92
39	30	148	99	97
40	32	153	103	101
41	34	157	108	105
42	36	162	112	110
43	38	166	117	114
44	40	171	121	118
45	43	175	125	122
46	45	179	130	127
47	47	183	135	131
48	48	187	139	135
49	50	191	144	139
50	52	196	148	144
51	54	199	153	148
52	55	204	157	152
53	56	208	162	156
54	58	212	167	161
55	59	217	171	165
56	61	220	176	169
57	62	225	180	173
58	64	229	185	178
59	65	233	189	182
60	66	238	194	186
