labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,1.23,18.91632765,3.48,2,17.22694412,1.483745006
2,8,1.45,14.25382704,2.73,2,16.54259722,1.407216041
3,10,1.39,19.11564139,3.63,2,16.37664507,1.485297608
4,12,1.4,19.02629502,3.39,2,16.42852339,1.391085642
5,14,1.43,26.6336708,4.72,2,17.07094631,1.521229181
6,20,1.44,24.05620883,4.26,2,19.36460195,1.655040316
7,26,1.45,16.8330737,3.26,2,16.70826587,1.469257109
8,32,1.58,19.71522592,3.65,2,16.58895144,1.461058184
9,38,1.5,17.9447684,3.35,2,17.0568782,1.478579498
10,44,1.49,13.22178402,2.8,2,12.74640818,1.203140079
11,50,1.43,17.72212883,3.5,2,17.94671376,1.601001781
12,56,1.46,25.25814823,4.56,2,17.06881554,1.538616208
