depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-59	-63	-63
2	-65	-51	-60	-59
3	-63	-45	-56	-56
4	-62	-39	-53	-52
5	-59	-32	-48	-47
6	-57	-22	-42	-42
7	-55	-15	-38	-37
8	-53	-7	-33	-32
9	-51	-1	-29	-28
10	-50	5	-25	-24
11	-48	11	-21	-21
12	-47	16	-17	-17
13	-46	21	-14	-13
14	-45	27	-10	-10
15	-42	32	-5	-6
16	-40	38	-1	-1
17	-34	43	4	4
18	-28	49	9	9
19	-21	54	14	15
20	-16	61	19	20
21	-13	66	24	25
22	-10	72	29	29
23	-7	76	34	34
24	-4	81	38	38
25	-1	86	42	42
26	1	92	47	47
27	5	96	51	51
28	7	100	55	55
29	11	106	60	60
30	14	111	65	64
31	18	116	69	69
32	21	121	74	73
33	25	125	79	78
34	29	130	83	83
35	33	134	88	87
36	36	139	93	92
37	39	144	97	96
38	43	149	102	100
39	46	153	107	105
40	49	157	111	109
41	51	162	116	114
42	54	168	121	118
