depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-62	-62	-62
2	-59	-58	-58	-58
3	-57	-56	-56	-56
4	-54	-53	-54	-54
5	-51	-49	-50	-50
6	-48	-46	-47	-47
7	-46	-44	-45	-45
8	-44	-41	-43	-43
9	-41	-38	-40	-40
10	-38	-34	-36	-36
11	-34	-31	-33	-33
12	-31	-27	-29	-29
13	-28	-24	-26	-26
14	-25	-20	-22	-22
15	-21	-15	-18	-18
16	-17	-10	-14	-14
17	-13	-5	-9	-9
18	-9	0	-4	-4
19	-4	6	1	1
20	-1	11	5	5
21	3	16	9	9
22	6	21	13	13
23	9	26	17	17
24	12	31	21	21
25	15	36	25	25
26	18	42	29	30
27	22	49	35	35
28	26	58	41	41
29	30	66	47	47
30	34	75	53	53
31	37	81	57	58
32	40	88	61	62
33	43	95	66	67
34	46	103	71	72
35	49	112	76	78
36	52	122	81	83
